feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T133	E1	yes	-0.0594487814265651	0.0548281074584208	165	165	0.27984375524615	0.849992110259515
T138	E1	yes	-0.0882580550429476	0.0921796217621354	165	165	0.339754417955192	0.849992110259515
T146	E1	yes	-0.112682290114661	0.099355121287995	165	165	0.258402399674547	0.849992110259515
T150	E1	yes	-0.108419715587862	0.0883359016164908	165	165	0.221457964637967	0.849992110259515
T158	E1	yes	-0.0573287926745999	0.0601265550736606	165	165	0.341764412399272	0.849992110259515
T165	E1	yes	-0.0863169736243084	0.0658743144537048	165	165	0.191928246680441	0.849992110259515
T166	E1	yes	0.139643112370194	0.14711894843876	165	165	0.343931663365799	0.849992110259515
T167	E1	yes	-0.0770811330007423	0.0642017600190274	165	165	0.231645251168774	0.849992110259515
T173	E1	yes	0.108510839356527	0.109879047205993	165	163	0.324837690373829	0.849992110259515
T174	E1	yes	0.102085522410086	0.0835037968804401	165	164	0.223273726596845	0.849992110259515
T175	E1	yes	-0.104455372977015	0.106088028356275	165	161	0.326274738097962	0.849992110259515
T177	E1	yes	-0.119822606054811	0.121107516619019	165	163	0.323938614971522	0.849992110259515
T182	E1	yes	-0.112887905733054	0.0842369680082344	165	164	0.182070415727852	0.849992110259515
T184	E1	yes	-0.1145035369908	0.103254893580164	165	158	0.269089317209827	0.849992110259515
T185	E1	yes	0.173918648445109	0.158327179632195	165	156	0.273616494733526	0.849992110259515
T188	E1	yes	-0.105036550196063	0.091514193226486	165	164	0.252748419640932	0.849992110259515
T197	E1	yes	-0.0816996855852467	0.0756695834064993	165	165	0.281875298231833	0.849992110259515
T198	E1	yes	-0.246442908984712	0.171752978784768	165	163	0.153240545327643	0.849992110259515
T206	E1	yes	-0.228791673143608	0.167942469955488	165	163	0.174975866334684	0.849992110259515
T208	E1	yes	-0.18911348490345	0.145721973177256	165	163	0.196200174001105	0.849992110259515
T212	E1	yes	-0.220990784898964	0.199653773862232	165	124	0.269980927451549	0.849992110259515
T229	E1	yes	-0.0946627993717933	0.0893027378848721	165	163	0.290703134197895	0.849992110259515
T232	E1	yes	-0.118378869956841	0.121683658740462	165	157	0.33207372310496	0.849992110259515
T239	E1	yes	-0.199134447411189	0.209936542621566	165	111	0.344255806144782	0.849992110259515
T243	E1	yes	-0.158702827986068	0.158929021806247	165	162	0.319479856806322	0.849992110259515
T245	E1	yes	0.217750124100236	0.162765077658549	165	152	0.182819129575825	0.849992110259515
T249	E1	yes	-0.238058297075761	0.213550751260135	165	96	0.266593284614185	0.849992110259515
T250	E1	yes	-0.256083864815182	0.218203261724303	165	124	0.242266326298918	0.849992110259515
T253	E1	yes	-0.177271233693258	0.141672779026382	165	154	0.212627996766957	0.849992110259515
T254	E1	yes	-0.310583639852667	0.235831446842286	165	135	0.189696169778859	0.849992110259515
T259	E1	yes	-0.239255645269863	0.209970958559258	165	139	0.256178825941596	0.849992110259515
T261	E1	yes	-0.199790535957451	0.195041538402195	165	131	0.307188431956374	0.849992110259515
T266	E1	yes	-0.201055771362249	0.19086041372248	165	155	0.293708554143955	0.849992110259515
T267	E1	yes	-0.526533943701465	0.352481353892481	165	58	0.137163156048472	0.849992110259515
T270	E1	yes	-0.238991065569503	0.191466010361072	165	157	0.213741713173663	0.849992110259515
T271	E1	yes	-0.254981801008122	0.234658287225497	165	145	0.278813920944634	0.849992110259515
T272	E1	yes	-0.254981801008122	0.234658287225497	165	145	0.278813920944634	0.849992110259515
T281	E1	yes	0.246722378248217	0.2521963444292	165	125	0.329378255774774	0.849992110259515
T282	E1	yes	0.247861280736264	0.176739510597478	165	156	0.162694466983451	0.849992110259515
T285	E1	yes	-0.115367541415355	0.119122100109947	165	155	0.334238820506115	0.849992110259515
T287	E1	yes	-0.234808436524917	0.22759710069894	165	140	0.303748212659429	0.849992110259515
T294	E1	yes	-0.237099448655074	0.193452860062083	165	150	0.222110082489505	0.849992110259515
T295	E1	yes	0.345658509572094	0.275642086511305	165	137	0.211633045963795	0.849992110259515
T296	E1	yes	-0.234645380907416	0.222483730410577	165	132	0.293140205746391	0.849992110259515
T297	E1	yes	0.215245669884375	0.150818728952254	165	161	0.155440487639034	0.849992110259515
T304	E1	yes	-0.370032552633581	0.269489729059758	165	105	0.171611567231795	0.849992110259515
T306	E1	yes	1.18268848886366	0.824885750953973	165	13	0.153556151485805	0.849992110259515
T307	E1	yes	-0.154808181551046	0.127871326519206	165	155	0.227779815302776	0.849992110259515
T308	E1	yes	0.52159625861759	0.550377488242432	165	24	0.344681839987126	0.849992110259515
T311	E1	yes	-0.278549831922477	0.234089808465994	165	128	0.23580527565844	0.849992110259515
T318	E1	yes	-0.369031365288524	0.287073593703108	165	100	0.200443109128792	0.849992110259515
T322	E1	yes	0.217452537404647	0.193970530182804	165	137	0.263911371402135	0.849992110259515
T323	E1	yes	-0.148665486588513	0.134516877586796	165	155	0.270709836766695	0.849992110259515
T340	E1	yes	0.331453216764237	0.237740306761952	165	92	0.165160217573682	0.849992110259515
T346	E1	yes	0.775642016461222	0.540027507227977	165	69	0.152833201296877	0.849992110259515
T348	E1	yes	1.39385542053252	0.973087465146942	165	17	0.1539428842332	0.849992110259515
T349	E1	yes	-0.357008247819442	0.361202840132239	165	46	0.324427985956105	0.849992110259515
