feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T1	E1	yes	-0.0139397959090252	0.0646351640429804	37	37	0.830497771061632	0.993094421927372
T2	E1	yes	0.0723161740530733	0.0725239278057836	37	37	0.325543039516451	0.993094421927372
T3	E1	yes	-0.0124201303919785	0.0675790107061568	37	37	0.85524136194328	0.993094421927372
T4	E1	yes	0.00151834030835574	0.0627409884027937	37	37	0.980830422304405	0.993094421927372
T5	E1	yes	-0.0201765059988595	0.0664846087047106	37	37	0.763323590840736	0.993094421927372
T6	E1	yes	-0.00710618592124406	0.0557884449151995	37	37	0.899370748668537	0.993094421927372
T7	E1	yes	0.00609809483559328	0.0527905439630816	37	37	0.908697221480378	0.993094421927372
T8	E1	yes	0.0334458269923306	0.0957379022076375	37	37	0.728921431029193	0.993094421927372
T9	E1	yes	0.00461577235544335	0.0604940343614363	37	37	0.939613902317283	0.993094421927372
T10	E1	yes	-0.0345891835947656	0.0561796141901041	37	37	0.542083013351055	0.993094421927372
T11	E1	yes	-0.035253897420814	0.05224019490629	37	37	0.504209723257456	0.993094421927372
T12	E1	yes	-0.0345891835947656	0.0561796141901041	37	37	0.542083013351055	0.993094421927372
T13	E1	yes	-0.0249446694715182	0.0537008734917105	37	37	0.645158080724562	0.993094421927372
T14	E1	yes	0.0156470409617472	0.0602967980604425	37	37	0.796769552522909	0.993094421927372
T15	E1	yes	0.00598313514491674	0.0596489989181894	37	37	0.920674000983883	0.993094421927372
T16	E1	yes	0.018581301440939	0.073153790689964	37	37	0.800979355359384	0.993094421927372
T17	E1	yes	0.00213055485615602	0.0683816006979488	37	37	0.975321453899572	0.993094421927372
T18	E1	yes	-0.0726396968042841	0.0713639580056826	37	37	0.315721491370392	0.993094421927372
T19	E1	yes	-0.0838290469522235	0.0695765284034299	37	37	0.236346375737069	0.993094421927372
T20	E1	yes	-0.0101913656242063	0.0507398379216578	37	37	0.841974392154384	0.993094421927372
T21	E1	yes	-0.0841917769042954	0.0694678904892145	37	37	0.233649102887512	0.993094421927372
T22	E1	yes	-0.00144970608759246	0.0668488371544428	37	37	0.982821332545722	0.993094421927372
