feature	Phocaeicola.vulgatus	Bacteroides.uniformis	Bacteroides.thetaiotaomicron	Faecalibacterium.prausnitzii	Roseburia.faecis	Bacteroides.caccae	Enterocloster.clostridioformis	Bacteroides.fragilis	Fusicatenibacter.saccharivorans	Flavonifractor.plautii	Dialister.invisus	Ruminococcus.bicirculans	Blautia.sp..CAG.257	X.Ruminococcus..gnavus	Dorea.longicatena	Anaerobutyricum.hallii	Enterocloster.bolteae	Eubacterium.sp..CAG.38	Lacrimispora.saccharolytica	Intestinimonas.butyriciproducens	Anaerostipes.hadrus	Anaerotignum.lactatifermentans	Ruthenibacterium.lactatiformans	Lawsonibacter.asaccharolyticus	Clostridium.bolteae.CAG.59	X.Clostridium..symbiosum	Anaerotruncus.colihominis	Agathobaculum.butyriciproducens	Escherichia.coli	Eisenbergiella.massiliensis	Enterocloster.citroniae	Bacteroides.stercoris	Monoglobus.pectinilyticus	Alistipes.putredinis	Parabacteroides.distasonis	Roseburia.hominis	Bifidobacterium.longum	X.Eubacterium..siraeum	Parabacteroides.merdae	Roseburia.inulinivorans	Bacteroides.cellulosilyticus	Bacteroides.ovatus	Blautia.wexlerae	Bifidobacterium.adolescentis	Lachnospira.eligens	X.Clostridium..leptum	Eggerthella.lenta	Bacteroides.xylanisolvens	Phocaeicola.dorei	Enterocloster.lavalensis	X.Eubacterium..rectale	Akkermansia.muciniphila	Acidaminococcus.intestini	X.Ruminococcus..torques	Bacteroides.salyersiae	Sellimonas.intestinalis	Bacteroides.faecis	Roseburia.intestinalis	Collinsella.aerofaciens	Bacteroides.intestinalis	Bacteroides.faecis.CAG.32	X.Ruminococcus..lactaris	Prevotella.copri	Eisenbergiella.tayi	Klebsiella.pneumoniae	Intestinibacter.bartlettii	Erysipelatoclostridium.ramosum	Barnesiella.intestinihominis	Blautia.obeum	Bacteroides.finegoldii	Parasutterella.excrementihominis	Phascolarctobacterium.faecium	Lachnospira.pectinoschiza	Clostridium.sp..CAG.58	Bilophila.wadsworthia	Turicimonas.muris	Proteobacteria.bacterium.CAG.139	Anaeromassilibacillus.sp..An250	Hungatella.hathewayi	Alistipes.finegoldii	Ruminococcus.bromii	Odoribacter.splanchnicus	Butyricimonas.virosa	Oscillibacter.sp..CAG.241	Alistipes.indistinctus	Coprococcus.comes	Gemmiger.formicilis	Holdemania.filiformis	Firmicutes.bacterium.CAG.83	Dorea.formicigenerans	Collinsella.intestinalis	Oscillibacter.sp..57_20	Firmicutes.bacterium.CAG.94	Dielma.fastidiosa	Roseburia.sp..CAG.471	X.Clostridium..innocuum	Haemophilus.parainfluenzae	Veillonella.dispar	Veillonella.parvula	Veillonella.infantium	Streptococcus.salivarius	Enterocloster.aldenensis	Veillonella.atypica	Phocaeicola.plebeius	Paraprevotella.xylaniphila	Bacteroides.eggerthii	Alistipes.shahii	Butyricimonas.synergistica	Haemophilus.sp..HMSC71H05	Eubacterium.ramulus	Coprobacter.fastidiosus	Lactobacillus.rogosae	Phocaeicola.massiliensis	Streptococcus.parasanguinis	Ruminococcaceae.bacterium.D16	Veillonella.sp..T11011.6	Klebsiella.variicola	Bacteroides.galacturonicus	Clostridium.sp..CAG.299	Eubacterium.ventriosum	Bifidobacterium.bifidum	Bifidobacterium.pseudocatenulatum	Coprococcus.eutactus	Eubacterium.sp..CAG.251	Phocaeicola.coprocola	Paraprevotella.clara	Coprococcus.catus
CSM79HQR_P	-2.93911146247017	-5.80321168624136	-9.83393143869742	-1.71624650255362	-3.71878912935489	-7.13109329180595	-16.58107132224	-15.346606068603	-7.73162022505307	-16.6387868200963	-16.9315685693242	-17.6241400441319	-16.9225797860969	-16.5669961370283	-8.18278869584855	-8.3625199569077	-19.0835716627692	-17.134555591488	-18.8272319095094	-20.346606068603	-4.68333706603117	-16.8105531683628	-18.7299347081545	-18.6387868200963	-18.6685341634904	-18.4721369506869	-19.0440432985826	-8.81152513837929	-6.42620358572914	-17.0343281437494	-17.8959446595935	-5.55056645977325	-18.6387868200963	-16.5669961370283	-7.6386143142621	-6.43766309685071	-17.155464581251	-16.005569150768	-6.60972500982601	-15.9867101235166	-16.5881607470264	-6.65011662294217	-18.3708536148497	-17.5120296778104	-3.05615276931677	-18.346606068603	-16.1139453118127	-16.395515669084	-17.7457020240128	-19.5530569460704	-4.78707760979821	-16.9867101235166	-16.2422694087883	-5.54484382852501	-19.2993003538247	-18.6685341634904	-14.9293161175928	-16.2311288511831	-18.1449722074334	-16.1766810671607	-14.7596412149707	-6.88845582054546	-16.3831319446281	-14.8064134380019	-14.2705030895172	-9.04526230587175	-17.58107132224	-14.3908593066527	-7.87107527757528	-5.72325037125311	-18.1242136472666	-17.5392511465454	-15.9497159160344	-9.12381116573491	-17.5952851814597	-17.4721369506869	-17.2762167407116	-18.1874074737538	-16.2705030895172	-19.0440432985826	-14.3877633933598	-15.0246779737157	-15.2705030895172	-18.8611792414328	-17.2877123795495	-17.3346334269369	-17.6096404744368	-18.2091025448531	-16.7299347081545	-10.5128726197221	-17.8784572328646	-16.4333177017963	-16.5952851814597	-19.0835716627692	-9.29340420442147	-19.2993003538247	-4.20055189945692	-15.9727258940809	-5.02251461471753	-18.1660338229612	-9.57787036027614	-16.5952851814597	-6.88565536531568	-13.9147602816376	-13.2346010430899	-15.6096404744368	-18.3708536148497	-16.9588759153199	-6.39820233203888	-18.9315685693242	-15.0416083696655	-16.7457020240128	-15.2506816486045	-10.2974835861234	-18.4206066500468	-16.1088384213797	-15.5495930907669	-15.9588759153199	-16.4721369506869	-8.46630828504658	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-18.3708536148497
CSM7KOTO	-3.24857672799425	-3.56581343473622	-17.3109821588723	-4.1334385475978	-15.2009286134074	-5.21261835669023	-16.58107132224	-15.346606068603	-16.9588759153199	-9.12671154206621	-10.616645507585	-17.6241400441319	-16.9225797860969	-9.40986999041869	-9.36010032212359	-19.346606068603	-13.6969906095396	-17.134555591488	-18.8272319095094	-20.346606068603	-16.3647534153133	-16.8105531683628	-18.7299347081545	-11.4696799048914	-18.6685341634904	-18.4721369506869	-19.0440432985826	-19.0440432985826	-16.134555591488	-17.0343281437494	-17.8959446595935	-1.70021611773834	-18.6387868200963	-16.5669961370283	-5.35382111837569	-8.44971869465774	-8.4761385966218	-16.005569150768	-16.7143378531035	-15.9867101235166	-16.5881607470264	-3.78972286457896	-18.3708536148497	-17.5120296778104	-6.06195544915391	-18.346606068603	-16.1139453118127	-16.395515669084	-17.7457020240128	-19.5530569460704	-3.08582249213184	-16.9867101235166	-4.69745095514362	-17.7616435678819	-19.2993003538247	-18.6685341634904	-14.9293161175928	-16.2311288511831	-6.71299019793171	-16.1766810671607	-14.7596412149707	-11.0572019191833	-16.3831319446281	-14.8064134380019	-14.2705030895172	-16.9497159160344	-17.58107132224	-14.3908593066527	-8.23034875831851	-18.0440432985826	-12.4389141983053	-17.5392511465454	-15.9497159160344	-18.2534966642115	-17.5952851814597	-14.7737164001824	-7.68313691256795	-13.3862179245019	-16.2705030895172	-19.0440432985826	-14.3877633933598	-15.0246779737157	-15.2705030895172	-18.8611792414328	-17.2877123795495	-17.3346334269369	-17.6096404744368	-14.4048737237822	-8.24826687522771	-18.1660338229612	-17.8784572328646	-16.4333177017963	-8.73183488671688	-19.0835716627692	-17.9315685693242	-19.2993003538247	-17.5530569460704	-15.9727258940809	-16.8105531683628	-18.1660338229612	-18.1242136472666	-16.5952851814597	-17.9680944453493	-13.9147602816376	-13.2346010430899	-15.6096404744368	-18.3708536148497	-16.9588759153199	-17.8105531683628	-18.9315685693242	-15.0416083696655	-16.7457020240128	-15.2506816486045	-17.5255762096483	-14.179355201459	-16.1088384213797	-15.5495930907669	-15.9588759153199	-16.4721369506869	-7.87611665422915	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-3.17791828271224	-14.7299347081545	-18.3708536148497
CSM7KOQ5_P	-0.632435916904166	-7.70551769766452	-13.2520884698187	-2.36944914797059	-11.8028008926386	-10.3181474211775	-16.58107132224	-13.6950759509429	-11.6979488925645	-5.54100996608079	-9.78512717710201	-7.34299446283021	-16.9225797860969	-12.2084196122766	-17.8105531683628	-19.346606068603	-11.9332602189699	-17.134555591488	-10.9517147021604	-20.346606068603	-7.18888019131945	-16.8105531683628	-12.709498214077	-18.6387868200963	-10.6573069080671	-10.3535733491955	-19.0440432985826	-13.4190256142273	-12.8167851220743	-17.0343281437494	-17.8959446595935	-14.3346334269369	-18.6387868200963	-8.68132937656783	-11.0037906072418	-6.31163520313119	-10.7481813080753	-16.005569150768	-10.8770999131287	-6.78970091712341	-11.2945815081202	-11.8377548959214	-8.56743391431612	-17.5120296778104	-16.0538243193752	-18.346606068603	-13.210469380617	-10.0882755959906	-17.7457020240128	-19.5530569460704	-4.39706201663828	-16.9867101235166	-16.2422694087883	-17.7616435678819	-19.2993003538247	-18.6685341634904	-14.9293161175928	-11.6704138967086	-18.1449722074334	-16.1766810671607	-14.7596412149707	-15.6461663504619	-16.3831319446281	-8.5393048192343	-14.2705030895172	-16.9497159160344	-17.58107132224	-12.957727729791	-17.8959446595935	-18.0440432985826	-9.15053677830141	-14.158099641419	-10.413702374009	-18.2534966642115	-17.5952851814597	-9.76364870377224	-5.42531678276858	-9.9470076994829	-16.2705030895172	-19.0440432985826	-14.3877633933598	-14.0246779737157	-15.2705030895172	-18.8611792414328	-17.2877123795495	-17.3346334269369	-17.6096404744368	-18.2091025448531	-16.7299347081545	-9.56426303455349	-17.8784572328646	-16.4333177017963	-11.519633944533	-13.7920172169254	-19.2993003538247	-19.2993003538247	-17.5530569460704	-15.9727258940809	-8.94764865989666	-18.1660338229612	-18.1242136472666	-16.5952851814597	-17.9680944453493	-13.9147602816376	-13.2346010430899	-15.6096404744368	-18.3708536148497	-16.9588759153199	-17.8105531683628	-18.9315685693242	-15.0416083696655	-16.7457020240128	-15.2506816486045	-17.5255762096483	-18.4206066500468	-16.1088384213797	-15.5495930907669	-15.9588759153199	-12.2002495382991	-15.3051294326269	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-18.3708536148497
CSM7KOUJ_P	-1.63821457533966	-2.59316905219839	-3.32093730369209	-6.11554492949618	-10.5057232636847	-3.49363285631458	-16.58107132224	-15.346606068603	-13.681744020708	-13.009132829091	-16.9315685693242	-9.35915255238718	-16.9225797860969	-16.5669961370283	-17.8105531683628	-16.7457020240128	-19.0835716627692	-10.3475456290666	-18.8272319095094	-20.346606068603	-10.7291998265489	-10.6004276876316	-13.7260196581511	-18.6387868200963	-18.6685341634904	-18.4721369506869	-19.0440432985826	-19.0440432985826	-16.134555591488	-17.0343281437494	-17.8959446595935	-11.5970718009338	-18.6387868200963	-11.7732113432752	-5.93129562428174	-9.1763471486218	-17.155464581251	-16.005569150768	-13.2091025448531	-9.52866310027789	-16.5881607470264	-9.33351606916257	-12.3413558079158	-14.5952851814597	-8.21217974838209	-18.346606068603	-16.1139453118127	-7.58380880610479	-3.74391106933257	-19.5530569460704	-11.8806316040989	-16.9867101235166	-16.2422694087883	-13.3678002908721	-18.2993003538247	-18.6685341634904	-14.9293161175928	-16.2311288511831	-18.1449722074334	-16.1766810671607	-14.7596412149707	-9.44493463425401	-8.52180639914152	-14.8064134380019	-14.2705030895172	-16.9497159160344	-17.58107132224	-13.3908593066527	-17.8959446595935	-3.20428225095189	-8.44041695359639	-9.9930181194076	-15.9497159160344	-18.2534966642115	-17.5952851814597	-15.5187870439857	-12.2641021643668	-18.1874074737538	-16.2705030895172	-14.1475881556404	-14.3877633933598	-15.0246779737157	-15.2705030895172	-18.8611792414328	-17.2877123795495	-13.179355201459	-17.6096404744368	-15.9047685099805	-8.71191600422037	-9.89004630226801	-10.684827970831	-7.59255370107409	-16.5952851814597	-19.0835716627692	-19.2993003538247	-19.2993003538247	-17.5530569460704	-15.9727258940809	-16.8105531683628	-18.1660338229612	-18.1242136472666	-16.5952851814597	-17.9680944453493	-13.9147602816376	-13.2346010430899	-3.81135499634868	-18.3708536148497	-16.9588759153199	-13.915874762219	-9.12767963137674	-15.0416083696655	-16.7457020240128	-15.2506816486045	-17.5255762096483	-18.4206066500468	-16.1088384213797	-15.5495930907669	-15.9588759153199	-16.4721369506869	-15.3051294326269	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-12.0127053320496
ESM5MEDZ_P	-1.02276404501895	-14.0379636644659	-17.3109821588723	-2.73844848471348	-15.2009286134074	-16.0538243193752	-16.58107132224	-15.346606068603	-7.5212232242893	-11.1544776731923	-16.9315685693242	-17.6241400441319	-16.9225797860969	-8.08756902751305	-10.1185890980727	-19.346606068603	-12.5591387769901	-13.1475881556404	-18.8272319095094	-20.346606068603	-8.47747494895872	-16.8105531683628	-18.7299347081545	-18.6387868200963	-18.6685341634904	-11.0449574574732	-19.0440432985826	-9.36837229710744	-16.134555591488	-17.0343281437494	-17.8959446595935	-16.7221152036952	-18.6387868200963	-16.5669961370283	-3.90560500594605	-18.5255762096483	-17.155464581251	-16.005569150768	-16.7143378531035	-10.8520837854974	-16.5881607470264	-3.59371673522883	-10.0878045118914	-17.5120296778104	-10.9782451207412	-18.346606068603	-16.1139453118127	-3.95161648280233	-16.005569150768	-19.5530569460704	-5.05779285193842	-16.9867101235166	-16.2422694087883	-17.7616435678819	-19.2993003538247	-18.6685341634904	-3.87651072495605	-16.2311288511831	-11.4150805884142	-16.1766810671607	-14.7596412149707	-15.6461663504619	-16.3831319446281	-14.8064134380019	-14.2705030895172	-16.9497159160344	-17.58107132224	-14.3908593066527	-9.10836057592978	-18.0440432985826	-7.07537650538738	-17.5392511465454	-15.9497159160344	-18.2534966642115	-13.4269481769206	-14.9047685099805	-11.2985733721812	-18.1874074737538	-16.2705030895172	-19.0440432985826	-14.3877633933598	-15.0246779737157	-15.2705030895172	-18.8611792414328	-17.2877123795495	-8.82461311220135	-17.6096404744368	-18.2091025448531	-16.7299347081545	-18.1660338229612	-17.8784572328646	-6.86161538983863	-16.5952851814597	-17.0440432985826	-19.2993003538247	-19.2993003538247	-10.3877633933598	-9.14799732636291	-11.3387378252697	-10.2309554607567	-12.6751239728507	-16.5952851814597	-10.2936758046308	-13.9147602816376	-13.2346010430899	-15.6096404744368	-18.3708536148497	-16.9588759153199	-17.8105531683628	-10.7226026830176	-15.0416083696655	-16.7457020240128	-15.2506816486045	-17.5255762096483	-18.4206066500468	-10.4495673762371	-15.5495930907669	-15.9588759153199	-16.4721369506869	-15.3051294326269	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-11.7511620840135
ESM5GEYU_P	-1.37242789902351	-3.26855396851952	-17.3109821588723	-4.13521203650487	-4.71828964466503	-16.0538243193752	-11.7656566303885	-2.9095204995356	-10.6073880227054	-4.59044939181687	-7.47495746974926	-10.7966289258312	-16.9225797860969	-12.9474349747832	-17.8105531683628	-19.346606068603	-6.13128542395718	-11.5722582524337	-18.8272319095094	-20.346606068603	-8.67482914215449	-7.46806973974656	-12.3391115320561	-18.6387868200963	-18.6685341634904	-5.9893381591951	-18.0440432985826	-12.0835716627692	-5.73267083822412	-10.7534017145397	-12.9623259648897	-12.2118375125743	-18.6387868200963	-16.5669961370283	-10.2070547162042	-9.98261736888275	-11.45017274517	-16.005569150768	-16.7143378531035	-9.76026665176938	-16.5881607470264	-14.7299347081545	-9.29141403035997	-17.5120296778104	-10.2394761938966	-10.8684431758654	-11.3150197255452	-16.395515669084	-17.7457020240128	-10.2701467365351	-4.18012911778621	-16.9867101235166	-11.7971422491032	-9.93778100618933	-19.2993003538247	-10.4981917759491	-14.9293161175928	-9.67843019963288	-18.1449722074334	-16.1766810671607	-14.7596412149707	-15.6461663504619	-16.3831319446281	-13.8064134380019	-14.2705030895172	-13.0258807207973	-17.58107132224	-14.3908593066527	-17.8959446595935	-18.0440432985826	-5.01197429595734	-17.5392511465454	-7.84852145040308	-18.2534966642115	-17.5952851814597	-10.9542886458243	-9.11170882254053	-16.3346334269369	-8.49506522331127	-19.0440432985826	-14.3877633933598	-15.0246779737157	-15.2705030895172	-18.8611792414328	-17.2877123795495	-17.3346334269369	-12.7808058249688	-18.2091025448531	-13.2132069431858	-18.1660338229612	-17.8784572328646	-16.4333177017963	-16.5952851814597	-12.606937954057	-18.2993003538247	-19.2993003538247	-7.78449087177661	-8.71482271112887	-4.64211158404899	-11.5061428347335	-18.1242136472666	-12.6415497223916	-8.21389214625778	-13.9147602816376	-13.2346010430899	-7.31189879594544	-18.3708536148497	-16.9588759153199	-17.8105531683628	-18.9315685693242	-15.0416083696655	-13.3769797176465	-13.4623337756565	-13.2311288511831	-18.4206066500468	-12.0349334280213	-15.5495930907669	-13.3080528278336	-16.4721369506869	-15.3051294326269	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-18.3708536148497
ESM5GEYX_P	-4.01078075630758	-3.17849679696652	-17.3109821588723	-2.71142645239446	-4.96239792872762	-5.50493689670318	-16.58107132224	-15.346606068603	-6.01197895106618	-16.6387868200963	-8.13699024646347	-17.6241400441319	-16.9225797860969	-16.5669961370283	-8.38072560747738	-19.346606068603	-19.0835716627692	-10.2039884131564	-18.8272319095094	-20.346606068603	-16.3647534153133	-16.8105531683628	-11.1650396607253	-18.6387868200963	-18.6685341634904	-18.4721369506869	-19.0440432985826	-11.7716972325458	-16.134555591488	-17.0343281437494	-17.8959446595935	-15.7221152036952	-9.28348067514423	-3.47732069126909	-4.57601787718317	-12.279082074406	-17.155464581251	-5.39328262002005	-16.7143378531035	-9.50729728468776	-16.5881607470264	-4.45181356278229	-18.3708536148497	-17.5120296778104	-7.24288114610164	-10.8576947928218	-16.1139453118127	-11.8100350519841	-3.83029866568605	-19.5530569460704	-10.3333299269727	-14.6351111619529	-16.2422694087883	-10.5071922965102	-19.2993003538247	-18.6685341634904	-5.44864719763413	-9.01755724078292	-10.2860902598998	-6.74308789889429	-6.34315843073593	-15.6461663504619	-16.3831319446281	-14.8064134380019	-7.18371126922823	-16.9497159160344	-17.58107132224	-4.78784258059191	-10.4023332509914	-18.0440432985826	-18.1242136472666	-11.1897645440146	-15.9497159160344	-9.64131927833055	-16.5952851814597	-17.4721369506869	-17.2762167407116	-18.1874074737538	-16.2705030895172	-4.33280071634214	-14.3877633933598	-6.6968559020239	-10.7434743053978	-7.13644209075928	-9.03357189534872	-8.52722527773842	-9.90338622086361	-18.2091025448531	-9.75327719936761	-13.5705020805299	-17.8784572328646	-4.94777332416389	-16.5952851814597	-19.0835716627692	-19.2993003538247	-19.2993003538247	-9.37899552660809	-15.9727258940809	-7.79900457854152	-15.2591432273527	-8.95686718992603	-16.5952851814597	-8.95622212171011	-13.9147602816376	-13.2346010430899	-15.6096404744368	-9.06986128273832	-16.9588759153199	-17.8105531683628	-14.9092007562957	-15.0416083696655	-16.7457020240128	-4.25356821076834	-9.09457146040457	-18.4206066500468	-16.1088384213797	-6.29474006470529	-15.9588759153199	-16.4721369506869	-15.3051294326269	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-18.3708536148497
ESM5MEEJ_P	-1.66432375738294	-2.91405003189086	-3.97551917920776	-2.72421482244734	-3.75321883657985	-6.22412315423493	-16.58107132224	-15.346606068603	-16.9588759153199	-6.59210823577559	-9.4985048042021	-17.6241400441319	-16.9225797860969	-16.5669961370283	-11.6989078125339	-19.346606068603	-15.8272319095094	-8.55962861026341	-18.8272319095094	-20.346606068603	-9.30303189529726	-16.8105531683628	-15.0246779737157	-18.6387868200963	-18.6685341634904	-10.7724540892778	-19.0440432985826	-14.0391775434108	-16.134555591488	-12.1561228952213	-13.8959446595935	-16.7221152036952	-18.6387868200963	-16.5669961370283	-3.26949550619396	-11.3579213818309	-10.4325199715903	-16.005569150768	-5.56881652084032	-9.02889198267304	-16.5881607470264	-4.83998442514116	-14.6424718669042	-10.4489622612163	-16.0538243193752	-17.346606068603	-16.1139453118127	-16.395515669084	-4.71663858801525	-12.9855395798087	-15.9047685099805	-16.9867101235166	-16.2422694087883	-17.7616435678819	-6.19623467831817	-18.6685341634904	-14.9293161175928	-10.4019428057818	-11.4844853431145	-16.1766810671607	-14.7596412149707	-15.6461663504619	-16.3831319446281	-14.8064134380019	-14.2705030895172	-16.9497159160344	-17.58107132224	-14.3908593066527	-17.8959446595935	-18.0440432985826	-9.31520352005985	-17.5392511465454	-15.9497159160344	-18.2534966642115	-17.5952851814597	-16.2648119774394	-13.5793043960659	-18.1874074737538	-12.6979488925645	-19.0440432985826	-14.3877633933598	-15.0246779737157	-15.2705030895172	-18.8611792414328	-17.2877123795495	-12.1242136472666	-17.6096404744368	-18.2091025448531	-16.7299347081545	-18.1660338229612	-17.8784572328646	-7.10722632690299	-16.5952851814597	-13.7221152036952	-19.2993003538247	-19.2993003538247	-13.0234762285059	-15.9727258940809	-10.9861247329463	-16.1982142287103	-18.1242136472666	-16.5952851814597	-9.26126639924565	-13.9147602816376	-13.2346010430899	-15.6096404744368	-18.3708536148497	-16.9588759153199	-11.8121086348648	-18.9315685693242	-15.0416083696655	-16.7457020240128	-8.53416132494879	-17.5255762096483	-18.4206066500468	-16.1088384213797	-15.5495930907669	-15.9588759153199	-16.4721369506869	-9.83130046315129	-13.1306686694039	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-18.3708536148497
ESM5GEYY_P	-2.31570548452205	-12.6268750118532	-3.60324075511791	-3.30070281593615	-15.2009286134074	-4.46618710456903	-16.58107132224	-2.45064271180299	-16.9588759153199	-7.58752238023788	-11.1508647753566	-17.6241400441319	-16.9225797860969	-10.307321423488	-12.2869912123058	-19.346606068603	-9.19136618055627	-17.134555591488	-18.8272319095094	-12.2949439487805	-9.76703870281726	-16.8105531683628	-10.6296151741981	-18.6387868200963	-10.5482962861484	-9.64131927833055	-19.0440432985826	-8.69962742101547	-7.70618035485511	-10.5939466673317	-11.1867347318246	-16.7221152036952	-18.6387868200963	-7.58461167994529	-16.0986785551594	-18.5255762096483	-10.7989403202496	-16.005569150768	-5.74306471779486	-7.45024843415048	-4.75810613575809	-10.7053972472331	-15.5530569460704	-17.5120296778104	-16.0538243193752	-18.346606068603	-16.1139453118127	-4.80670412486396	-5.42571980744971	-19.5530569460704	-15.9047685099805	-16.9867101235166	-16.2422694087883	-7.87154821481632	-19.2993003538247	-18.6685341634904	-14.9293161175928	-16.2311288511831	-11.9872957517126	-16.1766810671607	-14.7596412149707	-15.6461663504619	-4.37398221514188	-11.3047644243919	-4.01015762316254	-12.0246779737157	-17.58107132224	-14.3908593066527	-17.8959446595935	-18.0440432985826	-18.1242136472666	-17.5392511465454	-15.9497159160344	-12.0085382710604	-9.92285983948825	-17.4721369506869	-17.2762167407116	-18.1874074737538	-16.2705030895172	-7.50038440136548	-14.3877633933598	-5.208734361348	-9.10955548644304	-18.8611792414328	-17.2877123795495	-17.3346334269369	-14.4397154729945	-18.2091025448531	-16.7299347081545	-11.1492255352746	-17.8784572328646	-5.77497981653509	-16.5952851814597	-19.0835716627692	-19.2993003538247	-19.2993003538247	-8.23264690698436	-12.58107132224	-5.48405265116751	-12.876286133823	-10.0222754835004	-16.5952851814597	-12.2311288511831	-13.9147602816376	-13.2346010430899	-15.6096404744368	-18.3708536148497	-16.9588759153199	-9.45816721785778	-18.9315685693242	-15.0416083696655	-16.7457020240128	-15.2506816486045	-11.0467875148529	-18.4206066500468	-13.4574570553818	-5.2123188048724	-15.9588759153199	-16.4721369506869	-15.3051294326269	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-18.3708536148497
ESM5MEAB_P	-2.9511712311776	-4.09789770217616	-17.3109821588723	-2.70360015473952	-15.2009286134074	-15.0538243193752	-9.75340171453973	-15.346606068603	-16.9588759153199	-7.792081167591	-12.7027498788283	-17.6241400441319	-16.9225797860969	-7.35702234423876	-8.18858552751257	-12.4033098265658	-7.67465227265333	-17.134555591488	-18.8272319095094	-20.346606068603	-16.3647534153133	-16.8105531683628	-18.7299347081545	-18.6387868200963	-18.6685341634904	-18.4721369506869	-19.0440432985826	-19.0440432985826	-8.72632513913581	-17.0343281437494	-17.8959446595935	-1.4993366154624	-18.6387868200963	-11.121318283296	-11.8822645358419	-7.44380388714024	-17.155464581251	-16.005569150768	-3.28362256241731	-15.9867101235166	-16.5881607470264	-4.70705432282071	-9.14048709926523	-17.5120296778104	-4.48288115957765	-18.346606068603	-16.1139453118127	-13.3065903897551	-17.7457020240128	-19.5530569460704	-15.9047685099805	-16.9867101235166	-4.2100741465751	-17.7616435678819	-19.2993003538247	-18.6685341634904	-14.9293161175928	-16.2311288511831	-7.63044395617437	-16.1766810671607	-14.7596412149707	-15.6461663504619	-16.3831319446281	-14.8064134380019	-14.2705030895172	-16.9497159160344	-17.58107132224	-13.1319631468715	-17.8959446595935	-13.266232652139	-18.1242136472666	-7.61268687341838	-15.9497159160344	-18.2534966642115	-17.5952851814597	-17.4721369506869	-17.2762167407116	-18.1874074737538	-16.2705030895172	-14.1139453118127	-14.3877633933598	-11.3758290901437	-15.2705030895172	-18.8611792414328	-17.2877123795495	-17.3346334269369	-17.6096404744368	-18.2091025448531	-9.40272380189821	-18.1660338229612	-17.8784572328646	-16.4333177017963	-16.5952851814597	-19.0835716627692	-19.2993003538247	-19.2993003538247	-7.58322769349882	-10.0466349213744	-10.7015481336185	-15.1660338229612	-7.98352992412773	-16.5952851814597	-17.9680944453493	-13.9147602816376	-13.2346010430899	-15.6096404744368	-18.3708536148497	-16.9588759153199	-17.8105531683628	-18.9315685693242	-15.0416083696655	-16.7457020240128	-11.6096404744368	-7.92791011900097	-18.4206066500468	-16.1088384213797	-15.5495930907669	-15.9588759153199	-16.4721369506869	-15.3051294326269	-17.2993003538247	-17.9867101235166	-14.8828092574043	-14.9797010649973	-17.9136466613269	-14.7299347081545	-18.3708536148497
