feature	Phocaeicola.vulgatus	Bacteroides.uniformis	Bacteroides.thetaiotaomicron	Faecalibacterium.prausnitzii	Roseburia.faecis	Bacteroides.caccae	Enterocloster.clostridioformis	Bacteroides.fragilis	Fusicatenibacter.saccharivorans	Flavonifractor.plautii	Dialister.invisus	Ruminococcus.bicirculans	Blautia.sp..CAG.257	X.Ruminococcus..gnavus	Dorea.longicatena	Anaerobutyricum.hallii	Enterocloster.bolteae	Eubacterium.sp..CAG.38	Lacrimispora.saccharolytica	Intestinimonas.butyriciproducens	Anaerostipes.hadrus	Anaerotignum.lactatifermentans	Ruthenibacterium.lactatiformans	Lawsonibacter.asaccharolyticus	Clostridium.bolteae.CAG.59	X.Clostridium..symbiosum	Anaerotruncus.colihominis	Agathobaculum.butyriciproducens	Escherichia.coli	Eisenbergiella.massiliensis	Enterocloster.citroniae	Bacteroides.stercoris	Monoglobus.pectinilyticus	Alistipes.putredinis	Parabacteroides.distasonis	Roseburia.hominis	Bifidobacterium.longum	X.Eubacterium..siraeum	Parabacteroides.merdae	Roseburia.inulinivorans	Bacteroides.cellulosilyticus	Bacteroides.ovatus	Blautia.wexlerae	Bifidobacterium.adolescentis	Lachnospira.eligens	X.Clostridium..leptum	Eggerthella.lenta	Bacteroides.xylanisolvens	Phocaeicola.dorei	Enterocloster.lavalensis	X.Eubacterium..rectale	Akkermansia.muciniphila	Acidaminococcus.intestini	X.Ruminococcus..torques	Bacteroides.salyersiae	Sellimonas.intestinalis	Bacteroides.faecis	Roseburia.intestinalis	Collinsella.aerofaciens	Bacteroides.intestinalis	Bacteroides.faecis.CAG.32	X.Ruminococcus..lactaris	Prevotella.copri	Eisenbergiella.tayi	Klebsiella.pneumoniae	Intestinibacter.bartlettii	Erysipelatoclostridium.ramosum	Barnesiella.intestinihominis	Blautia.obeum	Bacteroides.finegoldii	Parasutterella.excrementihominis	Phascolarctobacterium.faecium	Lachnospira.pectinoschiza	Clostridium.sp..CAG.58	Bilophila.wadsworthia	Turicimonas.muris	Proteobacteria.bacterium.CAG.139	Anaeromassilibacillus.sp..An250	Hungatella.hathewayi	Alistipes.finegoldii	Ruminococcus.bromii	Odoribacter.splanchnicus	Butyricimonas.virosa	Oscillibacter.sp..CAG.241	Alistipes.indistinctus	Coprococcus.comes	Gemmiger.formicilis	Holdemania.filiformis	Firmicutes.bacterium.CAG.83	Dorea.formicigenerans	Collinsella.intestinalis	Oscillibacter.sp..57_20	Firmicutes.bacterium.CAG.94	Dielma.fastidiosa	Roseburia.sp..CAG.471	X.Clostridium..innocuum	Haemophilus.parainfluenzae	Veillonella.dispar	Veillonella.parvula	Veillonella.infantium	Streptococcus.salivarius	Enterocloster.aldenensis	Veillonella.atypica	Phocaeicola.plebeius	Paraprevotella.xylaniphila	Bacteroides.eggerthii	Alistipes.shahii	Butyricimonas.synergistica	Haemophilus.sp..HMSC71H05	Eubacterium.ramulus	Coprobacter.fastidiosus	Lactobacillus.rogosae	Phocaeicola.massiliensis	Streptococcus.parasanguinis	Ruminococcaceae.bacterium.D16	Veillonella.sp..T11011.6	Klebsiella.variicola	Bacteroides.galacturonicus	Clostridium.sp..CAG.299	Eubacterium.ventriosum	Bifidobacterium.bifidum	Bifidobacterium.pseudocatenulatum	Coprococcus.eutactus	Eubacterium.sp..CAG.251	Phocaeicola.coprocola	Paraprevotella.clara	Coprococcus.catus
HSM7CYWS_P	0.3309955	0.0984341	0.0004396	0.1554608	0.0151359	0.0124533	0	0.0005684	0.001027	0.0010144	0.0019014	0.0006628	0	0.0001399	0.0021593	0.0001811	0	0	0	0.0015926	0.0008699	2.41e-05	9.57e-05	7.53e-05	0	0	0	0	0	0	0	0.1444416	0	0.0242144	0.0152866	0.001137	0.0012488	0.0001317	0.0075443	0.0052812	0.0011265	0.0290317	0.0003794	0.0002711	0.003927	7.23e-05	0	0.0073447	0.009253	0	0.0025513	0	0.0028614	0.0003291	0.0003187	0	0.0101806	0.0043423	0.0013801	2.95e-05	0.0036619	0	0.0108151	0	0	0	0	0.0112603	0.0001039	0.0092216	0.0008843	0.0031747	0.0037912	0	0	6.13e-05	0.0001026	0	0	0.005767	0	0.000918	0	0	0	0.0017293	0	0	0.0003075	0.0001195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042648	0.0024387	6.06e-05	0	8.21e-05	3.77e-05	0.0017617	0.0001784	0.0143757	0	0	0	0	0.0001002	0	0.0036859	0.0004343	0.0039295	0	0.0180907	0.0003557	0.0001581	0
HSM7CZ2V_P	0.3505424	0.0970311	0.0030951	0.0325107	0.0011728	0.0301695	0	0.0045503	0	0.0048678	0	0	0	0.0020684	0	0	5.65e-05	0	0	0	0.0011831	0	7.7e-05	0	4.8e-06	1.36e-05	0	0.0001231	0.0043732	0	0	0.1996878	0	0.0268219	0.032346	0.0043169	0.0008684	0	0.0146511	0	5.66e-05	0.0015685	0	0.0004351	0	0	0	0.0482081	0.0236501	0	0.0003527	0.0001519	0.0003936	0.0019019	0	0	0.0246433	0.0001951	0.0002506	0	0.0124279	0	0.0316842	0.0002098	0	0	0	0.0008277	0	0	0.0089943	0.0065941	0.0001247	0.0006506	0.0008186	0.0014533	0.0014509	0	0	0.0007479	0.0035147	0.0111985	0	0	0	0.0005392	0	0.0002307	0.0003581	0.0002381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012075	0	0	3.72e-05	0	0	0.0005311	0	0.0002641	0	6.54e-05	0	0	0	0	0	0.000567	0	9.03e-05	0	0
HSM7J4Q1	8.65e-05	0.0558105	0.0423782	0.1333828	0	0.0477791	0	0.004576	0.0009075	0.0002634	4.21e-05	0	0	0	0.0005107	2.27e-05	0	0	0	0.00342	0.0032786	0	0.0003366	0	0	0	0	0.0020064	0	4.46e-05	0	0	0	0	0.0199985	0.00029	0.0026468	0.0007591	0.0541189	0	0	0.0278022	0.0001288	0	0	0.0016249	0	0.001455	0.1823473	0	0.0306897	0	0	0	0	0	0	0.0053881	0.0002457	0	7.21e-05	0	0	0	0	0.000116	0	0.062134	0	0	0.0007485	0	0	0.0003955	7.75e-05	0.0001211	0.0027455	0	0	0.2511102	0	0.0256917	0	0	0	0	8.46e-05	0	0.0080732	0.0001254	0	0.0069719	0	0	0	0	0.0005373	0.0003742	0.0073604	0.0002654	7.82e-05	0	0.0006514	0	0.0075174	0	2.61e-05	0	0	0	0	0	0	2.58e-05	0	0	0	0	0	0.0002599	0	0.0007897	0	0	0	0.000665	0
HSM7CZ2X_P	0.5442661	0	0	0.012229	0	0	0.0004282	0	0.001085	0.0071188	0	0	0	0.0009381	0.0030865	0.0008426	0.0024024	0.0093823	0	0	0.0060439	0.002908	0.0020606	0	0	0	0	0.0008512	0.0202869	2.41e-05	0	0	0	0	0.1021698	0.0002948	0.0027074	0	0.035893	0	0	0.0756779	0	0	0	0	0	0	0	0	0.115296	0	0	0.0084041	0	0	0	0	0.0020147	0	0	0	0	0	0	0	9.2e-05	0	0.0001541	0	0.0131795	0	0	0	0	0.0007382	0.0012507	0	8.93e-05	0	0	0	0	0	0	0.0030692	3e-04	0.000603	0	0	0	0	0	0	0	9.63e-05	3.84e-05	0	0	0	0	0	0	0	0	0	0	0	3.77e-05	0	0	0	0	0	0	0	0	0	0	0	0.0065901	0.0034812	0	0	0	0	4.49e-05
HSM7J4J7	0.5587268	0.0773878	0	0.022067	0	0.0672161	0	0.0295414	0.0015825	0.0012188	0	0	0	0.0013968	0.0019882	0.000762	0.0015333	0	0	0	0.0054378	0.0034581	0	0	0.0001928	0	0	0.00022	0.0148725	0	0.0002829	0.0001861	0	0	0.0174628	0	0.000357	0	0.0361162	0.0012805	0	0.0045704	0.0008057	0	0	0	0	0.0290924	0	0.0001203	0.0016744	0	0	0.0024193	0	0	0.0878739	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149672	0.0043283	0	0	0	0.0015955	0.0012115	0	0	0	0	0.005279	0	0	0	0	0	0	0	0.0003799	0	0	0	0.0002585	0	0	0	0	0	0	0	0	0.0002691	0	0	0	5.04e-05	0	0	0.0001598	0	0	0	0	0	0	0	0	0	0.0002429	0	0.0006832	0	0	0	0	0
HSM7J4LP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7223605	0	0	0	0.0195524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSM7J4JT_P	0.081469	0.0080407	0.0021825	0.1056563	0	0	0	0.0009647	1.57e-05	0.0025823	0.0003856	0	0	0	0	0	0	0.0001703	0	0	0	0	0	0	0	0.0002476	0	7.58e-05	0.0021382	0	0	0	0	0	0.0084673	8.37e-05	0	0	0.0402943	0.0274243	2.03e-05	0.0074804	8.82e-05	0	0	0	0	0	0	0	0.0009569	0	0	0	0	0.0009294	0.0154355	0.0006161	0.0024278	0	0.0285482	0	0.5602494	0	0	0	0	0.0240996	0	0	0.0015573	0.0068642	0	0	0.0002549	0.0001393	0.009388	0	0	0	0	0.0042506	0	0	0	0	0	0.0002829	0	0	8.3e-06	0.0015305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7e-06	0	0	0	0	0.0018476	0.0019109	0	0	0	0.0104445	0	0
HSM7J4JV_P	0.0739055	0.0044659	0.0029677	0.038257	0.0203816	0.0054913	0	0	0	0.0001784	0	0	0	0.001157	0.0004845	0	0	0	0	0	6.5e-05	0	0	0	0	0	0	0	0	0	0	0.0119279	0	0.0276975	0.003171	0	0	0	0.020121	0.0016486	0	0.0033735	0	0	0	0	0	0.0012668	0	0	0.017003	0.0001509	0	0	0	0	0	0	0.0009175	0	0	0	0.7069298	0	0	0	0	0	3.14e-05	0.0057648	0	0.0005405	0	0	0	0	0	0	0	0.0013097	0	0.0057988	0.0006691	0	0.000435	0	0	0	0	0	0	0.0059439	0	0	0	0	0.0001012	0.000362	0.000218	0	7e-05	0	0.0024134	0	0.0017688	0	0.0013007	0	0	0	0.0023114	0	0.001656	0.0004024	0	0	0	0	0	0.0005809	0	0	0	0	0	0.0005897	0
HSMA33IE	0.1764394	0.1185185	0.0005314	0.0001816	0	0.138949	0	0.0182773	0.0002389	0.0013916	0	0	0	2.96e-05	0.0016832	0.003596	0.0012022	0	0	0	0.0009861	0	0	0	0.0022118	5.5e-06	0	6.2e-05	0.0003619	0	0	0	0	0.1162237	0.065438	0.0012265	0	0	0.127252	0	0	0.000305	0.0005827	0	0	0.0003976	0.00026	0.0077701	0	0	0.0013725	0	0	0	0	0	0.0015449	0	0	0	0	0	0	0	0	0	0	0.0983916	0.0002652	0	0.0002103	0	0	0.001748	0.0010508	0	0	0	0	0.0131181	0	0	0.0069494	0	0	0	8.88e-05	0	0	0.0001211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73e-05	0	0	0	0	0
HSMA33NW	0.2868784	0.0719997	0.0267071	0.0260707	0.0259553	0	4.34e-05	0	0.0005531	0.0107196	0.0041029	0	0	0	0.001761	0.0005036	0.0013078	0	0	0	0.002023	0	0	0	0	0	0	0.0003453	0.026708	0.0057413	0	0.179213	0	0.0677527	0.0519403	0	0.0010152	0	0.0502086	0	0	0.0231756	0	0.0021865	0	0	0	0.0010546	0	0	0	0	0	0.0006151	0.0032437	0	0	0	0.0001045	0	0	0	0	0	0	0.0003882	0	0	0.0041755	0	0.0003828	0.0002082	0.0026898	0.0003811	0.0004928	0	0.000323	0	0	0.0010432	0	0.0125462	0	0.0001926	0	0.0006889	0.0001979	0	0.0072448	0	0	0.0118898	0	2.23e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000717	0	0	1.49e-05	0	4.08e-05	0.0448024	0	0.0005232	0	0	0	0	0	0	0	0	0	0	0	0
HSMA33NY	0.2429152	0.0376562	0.007809	0.1201551	0	0	0	0	0.0015626	0.0145226	0	0.0001369	0	0.0011353	0.0063792	0.0009274	0	0.0022481	0	0	0.0027657	0	0.0042706	0	0	0	2.2e-05	0.0002563	0.0264703	0	0.0001314	0.0779226	0	0.0448299	0.0078029	0	0	0	0.0265407	0.0030138	0	0.009337	0.000126	0.0041979	0	0.0011845	0	0.0025716	0	0	0.0020371	0	0	0.0009801	0.0015401	0	0	0.0054136	0	0	0	0.0065914	0.2237804	0.0001816	0	0	0	0.0063046	0.0003379	0	0.0003084	0	0	0.0021368	0.0114096	2.83e-05	0	2.73e-05	0	0.0046492	0	0.0033718	0.0007677	0.0002879	0	0.000745	0.0004627	0	0.0046648	0.0016297	0	0.0016397	0	0	0	0	0	0	0	0	0	0	0	0	0.0060383	0	0.0016341	0.0029523	0	0	0	0	0	0	0.0003599	0	0	0	0.0012667	0.0063572	0	0	0	0	0	0.0006915	0.0002107
MSM5LLDI	0	0	0	0.0088712	0	0.0255294	0	0.0741278	0.0031591	0.0069162	0.0002365	0	0	0.0013218	0	0.0002631	0	0.0048849	0.0002035	0.0001143	0.0006242	0	0.0008346	0.0007452	0	0.0002647	0	0	0.0005679	0.0006219	0	0.4515064	0	0.1247479	0.1083424	0	0.0040782	0	0.0160673	0	0.0863713	0.0140528	0.0001253	0.0017735	0.000389	0	0	0.0119903	0	2.9e-05	3.26e-05	0	0	0.0006979	0	0	0.0138315	0	0.0005693	0	0	0	0	0	0	0	0	0	0	0	0.0001395	0	0	0.0002349	0.0003536	0	0	0	0	0.0220122	0	0	0	0	0	0	0	2.84e-05	0	5.41e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001903	0	0	0	0	0	0
MSM5FZ9N_P	0.0120102	0.001054	0	0.0073045	0.0144752	0	0.0096291	0.0028844	0.0227445	0.1114575	0	0.0036704	0.005872	0.011028	0	0	0.0372903	0	0	0	0	0	0	0	0.0083401	0	0	0	0.0001423	0.0165595	0	0	0	0.0023218	0.0027167	0	0	0	0	0	0	0	0	0	0	0	0	0.0006572	0	0.0131787	0	0	0	0	0	0	0	0	0	0	0	0	0.0310071	0	0.3331724	0.0028673	0.0002501	0	0	0	0.0008927	0	0	0	0	8.99e-05	0	0	0	0.0001032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14e-05	0.0703358	0.0181572	0.0010551	0.1752009	0.001032	0	0.0029428	0.0251694	0	0	0	0	0	0	0	0	0	0	0.0003387	0	0.0001225	0.0250665	0	0	0	0	0	0	0	0	0	0
MSM5FZ9X_P	0	0	0	0.0110961	0.0444878	0	0.0248908	0.0018157	0.016319	0.0332833	0.0187635	0	0	0.0051738	0	0.0019614	5.79e-05	0.0001775	0	0.0003547	0.0127573	0	0.0024861	0	8.68e-05	0.0365638	0	0	0.006121	0.025646	0	0	0	0	0.0020708	0	0	0	0	0.0002993	0	0	0	0	0.0601675	0	0.0001241	0	0	0.0042927	0.0226415	0.1093618	0	0	0	2.11e-05	0	0.3503837	0	0	0	0	0	0	0	0.0014272	0	0	0.0006108	0	0	0	0	0	0	0	0	0.0068171	0.0002132	0	0	0	0	0	0	0	0	0	0	0.0056786	0	0	0	0	2.22e-05	0.0005783	1.88e-05	0.0012111	0.0021847	0.0009689	0.0001007	0.0002227	7.8e-06	0	0	0	0	0	8.7e-05	0	0	0	0	0	0	2.83e-05	0	0	0	0	0	0	0.0007699	6.19e-05	0	0	0
MSM5LLHR_P	0.3524074	0.0985358	0.0046738	0.0395919	0.046847	0.0293735	0.0006894	0.0054765	0.0056858	0.0031964	0.0012639	7.75e-05	7.31e-05	0	0.0027026	0.0013174	0.0003253	0	0.0004261	0	0.0098738	0	0.0001972	0.000186	0.0001069	0	0	0.0007118	8.92e-05	0	0.0006706	0.0003428	0	0.047926	0.0249305	0.0003637	9.17e-05	0.0001482	0.0148233	0.0169046	0.1082646	0.0006138	0.0002037	0	0.0052969	0.0005131	0	0.0001807	0.0106472	0.0004339	0.007515	0	0	0	0	0	0.0001523	0	0.001485	0.0001221	0.0603768	0.0024709	0	0	0	0	0.0003928	0.0005871	0.0032222	0	0	0	0.0402191	0	0.0024197	0	0	0	0	0.0103327	0	0.008757	0.0003215	0	0	0.000796	0.0003985	0.0001373	0	0.0004771	0	0	0	0	0.0007048	0	0	0	9.62e-05	0	0	4.79e-05	0	0	0	0	0.0009876	0.0022267	0	0.0001464	0.0026812	1.82e-05	0	0	0	0	0	0.0010638	0	0.0006343	0	0	0	0	0.0012223	0	0.000152
MSM5LLHV_P	0.0442166	0.2592345	0.0274801	0.0505891	0.0010726	0	0.0002256	0	0.0001143	0.0068448	0.0055197	0.0121672	0	0.0008407	0.001362	0	0.0004093	0	0	0	0.0001179	0	0.0055247	0.0001608	0	0	0.0001543	0	0.0059794	0	0.001085	0.1172998	0	0	0.0201622	0	0.0002219	0	0	0	0	5.83e-05	0	0.0018794	0.0085172	0.0120634	0	0.0118367	0.0050463	0	0.0079425	0.0465323	0.083574	0	0	0	0	0	0.0011326	0	0	0.0024804	0	0.000637	0	0	0	0	0.0004043	0	0.0066517	0	0.006149	0	0.0033464	3.51e-05	0.0001194	0	0.000784	0.1247335	0	0.0049187	0.0002158	0	0	0	1.26e-05	0	0.0266605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9e-06	0.0012859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM5LLIC_P	0.122883	0.0133593	0.0073853	0.1433762	0.3284211	0.0202026	0	0.0001493	0.0135397	0.0005807	0.0049559	0.0109863	0	0	0.0017225	0.000317	0.0003436	0.005873	0	0	5.69e-05	0.0014857	0.0005995	0.000495	0	0.000194	0	0.0020543	8.45e-05	2.63e-05	0.0003284	0.014572	0	0.0359457	0.0232686	0.0056562	0.0006211	0	4e-05	0.0021062	0.0033809	0.011752	0.0003504	0	0.0047376	0	0	0.0088621	0	0	0.0124511	0.0083049	0	0.0004339	0.0040042	0	0	0.008929	0.0003975	0	0	0	0	0.0008712	0	0	0	0.0182748	0.0002776	0.0271561	0.0055989	0.0002042	8e-05	0.0005294	0.0013237	0.0021236	0.0434725	0	0	0.0023055	0	0.0151105	0.0002127	0	7.37e-05	0.001687	0.0006858	0.0001027	0	0.0002251	0	0.0046829	0	0	0	0	0.0013183	0.0001537	0	1.02e-05	0.0007911	5.39e-05	0	0	0	0	0.0087348	0.0002795	0.0011865	0.0004113	0	0	0.0167845	0.0001889	0	0	0	0	2.2e-05	0.0071812	0	0	0	0	0	0	0.0007125
MSM5LLIQ_P	0.7185308	0	0	0	0	0	0	0.0386844	0	0	0	0	0	0.1758158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM5LLIS_P	0.0127594	0.0195219	0.0014744	0.0318977	0	0.0031905	0	0.0072072	0	0	0	0	0	0	8.7e-06	0	0	0	0	0	0	0	0	3.33e-05	0	0	0	0	0	0	0	0	0	5.56e-05	0.001226	9.81e-05	0	0.0001175	0.0016752	0.0042476	0	0.0017028	0	0	0.0040788	0	0	0.0003491	0	0	0.0039325	0	0	0	0	0	0	0.0040108	0.0002163	0.0004798	0	0	0.8553994	0	0	0	0	0.0005358	0.0004404	0	0	0	0.0026534	6.68e-05	0	0	0	0	0	9.63e-05	0	0.0014945	0.0002446	0.0001884	0	1.21e-05	0	0	0	0	0	0.0006538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.84e-05	0	0	0	0	0	0	0	0	0	0	0.0001115	0	4.94e-05	0	0	0	0.0029306	0	0	0
MSM5LLFG_P	0.1386187	0.2611733	0.0354624	0.09357	0.0552718	0.0334238	0.0012973	4.8e-05	0.0095176	0.0144085	0	0	0	0.0004392	0.0012543	0.0001572	0.0026879	0	0	0.0007948	0.0123057	0	0.0004429	0.0008845	0	0	3.93e-05	5.3e-06	0.001463	0.007221	0.0001265	0.03892	0.0003475	0.1047302	0.0001841	0.0010266	0	0.0014814	0.0550285	0.0008825	0	0.032144	0.0023466	0	0.0148308	0.0002791	6.35e-05	0.0002385	0	0.0001629	0.0122053	0.0047528	0	0.0038709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021955	0	0.0014363	0.0035469	0	0	0	0	0	0	0	0	0	0	0	0	0.0008161	0	0	0	0	0	0.0001069	0	0	0	0	0	0	0	0	0	0	0.0325146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142607	0
MSM5LLF2_P	0.0448975	0.0122034	0.0012048	0.0185864	0.0007511	0.0018077	0	0.0038505	0.0003627	0.0435939	0	0	0	0.0452261	0.0302222	0	0	0	0	0	0.0003163	0.0026099	0	0	0	0	0	0	0.0575679	0	0	0.0041951	0	0	0.0039314	0	0	0	0	0	0	0.0017938	0	0	0	0	0	0.0155252	0.0009236	0	0	2.44e-05	0	0.0009341	0	0	0	0.0010392	7.69e-05	0	0	0	0.0068404	0	0	0.0004724	0	0	0	0	0	0	0.0001373	0	0	0	0	0	0.0595	0	0	0	0	0	0	0	0	0	0	0	0	0.0001066	0	0	0	0.0106146	0.0006922	0.0016885	0.4185101	0.0003397	0.0006957	0	0.0031443	0	0	0	0	0	0.0007887	0	0	0	0	0.0004236	0	0.0001176	0	0	0	0	0	0	0.0034046	0	0	0	0
CSM6J2H9_P	0.2315335	0.1225557	0.0026649	0.162146	0.0577354	0.009604	0	0.0063492	0.0044174	0.0014437	0	0.0056368	0	0.000183	0.0005952	5.54e-05	3.23e-05	0.0001839	0	1.5e-06	0.0026769	0	0	0.0014588	0	0	0	0.0008986	0	7.09e-05	2.54e-05	0.1248186	0	0.0737654	0.0080457	0.0083746	0.0002455	0	0.0197314	0.0082925	0.0026555	0.0006388	8.21e-05	0.0001247	0.0013887	0.0013935	0	0.0242735	9.1e-06	0	0.0109845	0	0.0027501	0.0001695	0.0155934	0	0	0.0086511	5.79e-05	0	0	0.0148774	0	0	0	0	0	0.0214478	0.0001766	0	0	2.48e-05	0	0	0.0003943	0	0	6.7e-06	0	0.0109768	0.0055003	0	0	0	0	0	6.96e-05	0.0002304	0.0006266	0.0001999	0	0	0	0	0	0	0	3.11e-05	0	0	0	0	0	0	0	0	0.0008777	0	0	4e-06	0	0	0	0	5.62e-05	0	0	0	0	0.0023934	0	0	0	0	0	0	5.47e-05
MSM6J2JF_P	0.2096874	0.2086195	0.0317132	0.0208791	0.0013849	0.0220507	0.0001579	0.0157453	0.0035298	0.0104796	0.0011496	0	0	0.0006356	0.0030462	0.0008431	0.0001157	0.0012163	0.0002362	0.0001426	0.00088	0.0002446	0.0085809	4.13e-05	0	0.0002095	5.92e-05	0.0004315	0.0059703	0.000289	0	0.001596	0	0.0012951	0.0259023	0.000334	0.0017311	0.0005151	0.0203577	0.0012026	0	0.0455811	0	0.0142736	0	0.0009993	0.0003897	0.011252	0.0095407	5.86e-05	0.0013037	0.2099007	0	0.0021639	0.0061116	2.65e-05	6.41e-05	0.0020962	0.0047366	0.032859	0	0	0.0152789	0.0002226	0	0	0	0	0.0006654	0.0001987	0.0034673	0	0.0007111	0.0010366	0	0.0007662	0.000919	0.0014511	0.0012517	0.0003071	0.0096893	0.0050152	0	0	0.0006426	0	8.97e-05	0	0	0.000543	8.9e-06	0.00036	0	0	0	0	1.46e-05	0.0003497	0.0033815	9.42e-05	7e-06	0	0.00144	0	0	0.0002457	0	0	8.7e-06	0.0004669	0	0	0	0	0	0	0	0	0	0	0.0046504	0	0.0002689	0	0	0	0
MSM6J2JH_P	0.0165884	0.0130507	0.0044082	0.0679978	0.0129348	0.0083516	0	0.0059858	8.76e-05	0.0001306	0	0.0039355	0	0	0.0001778	0	0	0.0008071	0	0	0.00011	0	0.0001122	0	0	0	0	7.99e-05	0	0	0	0	0	0.0114845	0.018608	0.0016243	0	0.0038235	0	0.005257	0.001679	0.0020162	0	0	0.0123636	0	0	0	0.0083366	0	0.0137645	0	0	0.0003159	0	0	0.0059694	0.0060637	2.03e-05	0.0001242	0.0095881	0.0007715	0.6371353	0	0	0	0	0.0245054	0.000591	0	0.0001365	0.0029567	0	0.0004333	0	0	0	0	0	0.0010478	0.0044744	0.0046318	0.0003351	0.0004003	0	0	0.0001479	0	0	0.000312	0	0.0107609	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010514	0.0020141	0.0041296	0	0	0	0	0.0043861	0	0	0	0	0	0	0.0002617	0	0	0.0238934	0	0	0	0
MSM6J2PO	0.2068806	0.0941661	0.0035351	0.2607856	0.0222382	0.0065749	0	0	0.0086988	0	0	0.0181522	0	0	0.0136515	0.00337	0	0	0	0	0.0120412	0	0.0011195	0	0	0	0	0	0	0	0	0.0370432	0	0.0115114	0.0050279	0.0019802	0.003306	0	0.0405164	0.0223835	0	0.0005994	0.0044682	0.0207443	0.0079487	0	0	0.0021593	0	0	0.0008299	0	0	0.0193856	0	0	0	0.0054519	0.003008	0	0	0	0	9.99e-05	0	8.54e-05	0	0.0001087	0.000236	7.4e-06	0.0002243	0.0007102	0.007865	0	0	0	0	0	0	0	0	0.001694	0	0	0	0.005575	0.0069377	0.0003835	0	0.0013823	0	5.21e-05	0	0	0.0001319	0	0.0061714	0.0058794	0.0033374	0.0011833	0.005277	0	0.0003707	0	0	0.1016862	0	0.0001393	0.0035974	0	0	0	0	0.0008013	0	0.0001122	0	0.0001788	0	0.0023331	0.0022841	0	0	0.0005994	0	0	0.0020006
MSM6J2Q1	0.0737248	0.1618026	0.0122375	0.0792667	0.0040345	0.0062	0	0	0.0004556	0	2.87e-05	0.005227	0	0	0.0001635	0	0	0.003422	0	0	0.0001798	0	0	0	0	0	0	0	0	0	0	0.0748705	0	0.0305559	0.0015676	0.009748	0.0011184	0.0037495	0.0028333	0	0	0.013809	5.9e-06	0.0001389	0.0228484	0	0	0.0020988	0.0003577	0	0.0033321	0.0008269	0	0.0005018	0	0	0	0.0009714	0.0004553	0	0	0.0016491	0	0	0	0	0	0.0138062	1.49e-05	0.0174908	0.0003123	0.0023974	0	0.0001796	0	0	0	0	0	0.0074829	0.0011916	0.0057664	0.000269	3.89e-05	0.0002117	0.0001974	0	0	0.0005496	4.74e-05	0	0.0147736	0	0	0	0	0.0005128	0.0003541	0.0008757	0.0003376	0.0003088	0	0.0005894	0.3417297	0.0278769	0.0008968	0.0030822	0.0011999	0.0001112	0	0.0002727	0	0.0002385	4.26e-05	0	5.11e-05	0	0	0	0	0	0	0	0.0017949	0	0.0149443	0
