feature	Phocaeicola.vulgatus	Bacteroides.uniformis	Bacteroides.thetaiotaomicron	Faecalibacterium.prausnitzii	Roseburia.faecis	Bacteroides.caccae	Enterocloster.clostridioformis	Bacteroides.fragilis	Fusicatenibacter.saccharivorans	Flavonifractor.plautii	Dialister.invisus	Ruminococcus.bicirculans	Blautia.sp..CAG.257	X.Ruminococcus..gnavus	Dorea.longicatena	Anaerobutyricum.hallii	Enterocloster.bolteae	Eubacterium.sp..CAG.38	Lacrimispora.saccharolytica	Intestinimonas.butyriciproducens	Anaerostipes.hadrus	Anaerotignum.lactatifermentans	Ruthenibacterium.lactatiformans	Lawsonibacter.asaccharolyticus	Clostridium.bolteae.CAG.59	X.Clostridium..symbiosum	Anaerotruncus.colihominis	Agathobaculum.butyriciproducens	Escherichia.coli	Eisenbergiella.massiliensis	Enterocloster.citroniae	Bacteroides.stercoris	Monoglobus.pectinilyticus	Alistipes.putredinis	Parabacteroides.distasonis	Roseburia.hominis	Bifidobacterium.longum	X.Eubacterium..siraeum	Parabacteroides.merdae	Roseburia.inulinivorans	Bacteroides.cellulosilyticus	Bacteroides.ovatus	Blautia.wexlerae	Bifidobacterium.adolescentis	Lachnospira.eligens	X.Clostridium..leptum	Eggerthella.lenta	Bacteroides.xylanisolvens	Phocaeicola.dorei	Enterocloster.lavalensis	X.Eubacterium..rectale	Akkermansia.muciniphila	Acidaminococcus.intestini	X.Ruminococcus..torques	Bacteroides.salyersiae	Sellimonas.intestinalis	Bacteroides.faecis	Roseburia.intestinalis	Collinsella.aerofaciens	Bacteroides.intestinalis	Bacteroides.faecis.CAG.32	X.Ruminococcus..lactaris	Prevotella.copri	Eisenbergiella.tayi	Klebsiella.pneumoniae	Intestinibacter.bartlettii	Erysipelatoclostridium.ramosum	Barnesiella.intestinihominis	Blautia.obeum	Bacteroides.finegoldii	Parasutterella.excrementihominis	Phascolarctobacterium.faecium	Lachnospira.pectinoschiza	Clostridium.sp..CAG.58	Bilophila.wadsworthia	Turicimonas.muris	Proteobacteria.bacterium.CAG.139	Anaeromassilibacillus.sp..An250	Hungatella.hathewayi	Alistipes.finegoldii	Ruminococcus.bromii	Odoribacter.splanchnicus	Butyricimonas.virosa	Oscillibacter.sp..CAG.241	Alistipes.indistinctus	Coprococcus.comes	Gemmiger.formicilis	Holdemania.filiformis	Firmicutes.bacterium.CAG.83	Dorea.formicigenerans	Collinsella.intestinalis	Oscillibacter.sp..57_20	Firmicutes.bacterium.CAG.94	Dielma.fastidiosa	Roseburia.sp..CAG.471	X.Clostridium..innocuum	Haemophilus.parainfluenzae	Veillonella.dispar	Veillonella.parvula	Veillonella.infantium	Streptococcus.salivarius	Enterocloster.aldenensis	Veillonella.atypica	Phocaeicola.plebeius	Paraprevotella.xylaniphila	Bacteroides.eggerthii	Alistipes.shahii	Butyricimonas.synergistica	Haemophilus.sp..HMSC71H05	Eubacterium.ramulus	Coprobacter.fastidiosus	Lactobacillus.rogosae	Phocaeicola.massiliensis	Streptococcus.parasanguinis	Ruminococcaceae.bacterium.D16	Veillonella.sp..T11011.6	Klebsiella.variicola	Bacteroides.galacturonicus	Clostridium.sp..CAG.299	Eubacterium.ventriosum	Bifidobacterium.bifidum	Bifidobacterium.pseudocatenulatum	Coprococcus.eutactus	Eubacterium.sp..CAG.251	Phocaeicola.coprocola	Paraprevotella.clara	Coprococcus.catus
MSM6J2RG_P	0.0075763	0.1401467	0	0.1621799	0	0	0.0017024	0	0	0	0.001199	0	0	0	0.0006162	0	3.6e-05	0	0	0	0.0001607	0.009323	0.001985	0	0	0.0160459	0.0044509	0.0071882	0	0.0071066	0.000901	0	0	0	0	0.0013656	0	0	0.0104278	0	0	0.1172012	0.0001459	0	0	0	0	2.32e-05	0.3528376	0.0002221	0	0	0	0	0	0	0.0432242	0	9.9e-05	0	0	0	0.0001105	0.0003872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002977	0.00816	0	0	0	0	0	0.0009967	0	0	0.0042806	0	0	0	0	0	0	0	0	0	0.0067984	0	0	0.0002958	0.0012035	0	0	0	0	0	0	0	0	0	0.0694587	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77e-05
MSM6J2N6_P	0.0277377	0.0037638	0.0009366	0.0174595	0	0	0	0	7.54e-05	0	0	0	0	0	0.0004976	0	0	0	0	0	0.0024861	0	0	0	0	0	0	0	0	0	0	0	0	0.0135698	4.48e-05	0	0.0015882	0	0.0041932	0	0	0.0034802	0	0.0109349	0.0026685	0	0	0	0.0058297	0	0.0044187	0	0.0238651	0	0	0	0	0.0002312	0.0047371	0	0	0	0.8326661	0	0	0	0	0.0068218	0.0002112	0	0	0	0	0	0	0	0	0	0	0.0021731	0	0	0	0	0	0	0	0	0	0.0016789	0	0	0	0	0	0	0.0007661	0	0.0008985	0	0.0010933	0	0	0	0	0	0	0	0	0	0	0	0	0.0011098	0	0	0	0	0	0	0	0.0005298	0	0	0	0	0.0093882
MSM79H52_P	0.0305918	0.1729687	0.0010224	0.0018334	0	0.0551242	0	0	0.0068031	0.0033364	0	0.0015638	0.0020334	0	0	0	0	0	0	0.0001567	0.0127618	0.000191	0.021636	0	0	0	0.0001607	0	0	0	0	0	0	0.0877187	0.0783733	0.001242	0.015732	0.0016167	0	0	0	0.012141	0.0008309	0	0.0016902	0.0032301	0.0001898	0	0	0	0	0	0	0.0040677	0	0.0029341	0.0126232	0	0	0	0.0068259	0	0	0.0001572	0	0	0	0.0721439	0	0	0	0.0019336	0.0001006	0	0	0	0	1.73e-05	0	0.0005699	0.3493447	0	0.0004926	0	0.005067	0	0	0	0	0	0	0	0.0084957	0	0	0	0	0	0	0	5.98e-05	0	0	0	0	0	0.0031651	0.0001765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM79H5E	0.1352621	0.0364856	0.0179118	0.0458747	0.0146975	0.0246573	0	0	0.0012526	0.0005927	0	0.0005103	0	0	0.001657	0.0023048	0	0	0	0	0.0009232	0	0	0	0	0	0	0.0022554	0	0	0	0.0118029	0	0.0626417	0.0267714	0.0056216	0	0	0.0216394	0.0025053	0.000644	0.0092436	0	0	0.0032176	0	0	0.0011459	0	0	0.0047154	0.0004295	0	0.0001375	0	0	0	0.0017045	0.0006006	0	0	0	0.2142603	0	0	0	0	0.065796	0.000739	0.0033205	0	0	0.0239074	0.0015974	7.9e-05	0	0	0	0	0.0080591	0	0.0099107	0.0035428	0.0194329	0.0011877	0.0013097	0.0009086	0	0.0010163	0.0017765	0	0.0405742	0	0	0	0	0	0	0	0	0	0	0	0.0180159	0.0033004	0.0006636	0.003316	0.000299	0	0.0002396	0.0002178	0.0009578	0.0607263	0	0	0	0	0.0002062	0	0.0017028	0	0	0.0088846	0	0.0047595	0	0.0008046
MSM79HF1_P	0.005434	0.0404356	0.0014287	0.0843353	0.3406505	0.0149158	0	0	0.0068323	0	0	0	0	0	0.0042737	0.0004751	0	0.0012591	0	0	0.0187149	0	0.0005616	0.0001243	0	0	0	0.0002503	0.0057291	0	0	0.0011929	0.0001222	0.0002005	0.0237468	0.0119818	0	0.0179136	0.0046342	0.0044252	0	0.0030522	0	0	0.0036304	0.000385	0	0	0.0090445	0	0.104386	0.000642	0	0	0	0	0	0.0010115	0.0060478	0	0	0.0065078	0	0	0	0	0	0.0046647	0.0053063	0	0.003536	0	0.0107789	0.0001318	0	0.0002157	0.000112	0	0	0.0025113	0.0286315	0.0077558	0.0022532	9.33e-05	0.000109	0.002793	0.0014298	6.32e-05	0.0001342	0.0004116	0	0.0055844	0	0	0	0	0.0032117	0	0	0	0	0	0	0.022669	0.0002075	0.0251061	0.00024	0	0	8.81e-05	0	0.000417	0.0029766	0	0	0	0	0	0	8.68e-05	0	0	0.001551	0	0	0.0001188	0.0007547
MSM79H9U_P	0.0327796	0.011675	0.0053225	0.0342028	0.0247586	0.0044829	0	0	9.17e-05	4.35e-05	0	0.0022054	0	0	0.0014351	0	0	0	0	0	0.0008922	0	0	0	0	0	0	0.0002484	0.0011132	0	0	0.0131053	0	0.0066305	0.003615	0.0013986	0	0	0.0039274	0.0027934	0.000164	0.0015639	0.0001957	0	0.0018747	0	0	0.0020985	0.005053	0	0.0105943	1.54e-05	0	0.0004124	0	0	0.0017742	0.0009867	0.0002994	0	0.0011538	0	0.7225499	0	0.0119836	0	0	0.0053431	0	0.0001138	0.0002301	1.05e-05	0.0065646	0.0002114	0.0001169	0	0	0	0	0.0003903	0.0019774	0.0050411	0.0013519	0.0003709	0	0.0002239	7.67e-05	0	0	0.0001686	0	0.0016289	0	0	0	0	0	0	0	0	0	0	0	0.0019699	0.0007651	4e-05	0.0003783	6.96e-05	0	3.05e-05	0	0.0004019	0.0118788	0	0	0	0.0028449	0.0001814	0	0.0010279	0	0	0.0164191	0.0003752	0.0047307	0	0
MSM79HBX_P	0.0897436	0.0063797	0.0971033	0.0886008	0	0.0075856	0	0.0008951	0	0	0	0	0	0	0.0017071	0.0011761	0	0	0.0001023	0	0.0007668	0	0	3.66e-05	0	0	0	0.0002152	0	0.0023345	4.17e-05	0.1296849	0	0.0024245	0.3821541	1.58e-05	0.0145804	0.000893	0.0377115	0	0.0035676	0.01431	0	0	0.0040583	0	0	0.0011427	0	5.02e-05	0	0.0119794	0	0.0005104	0	0	0	0	0.0007301	0	0	0	0	0	0.000848	0	0	0.0008196	0.0003381	0	0	0.0004506	0	0.000948	0	0	0	5.49e-05	0	0.0003888	0	0.0022786	0	0	0	2.22e-05	8.66e-05	0	0	0.0013574	0	0	0	0	2.2e-05	0	0	0	0.0001202	0	0.0009265	0	0	0	0	0	0.0001186	0.0006256	0	0	0.0058676	0	0	0.0005542	0	0	0	0	0	0	0	0.0684945	0	0	0	0	0.000137
MSM79HBZ	0	0	0	0.2198162	0	0	0	0.0471966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2532178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265685	0	0.0095851	0	0	0	0	0	0	0	0	0	0	0	0.0167388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013585	0	0.0240813	0.2751331	0.0045003	0	0	0.0005506	0	0	0	0	0	0	0	0	0	0	0	0	0.0030014	0.0629465	0	0	0	0	0	0	0	0	0	0
MSM79HD6_P	0.3916621	0.0957286	2.9e-05	0.0745858	0.0324307	0.0352953	0	0	0.0006084	0.0012665	4.66e-05	0.0022277	0	3.41e-05	0	0	0.0001159	0	0	0.0011079	0.0034366	0	0.0005627	0.0013421	0	0	0	0	0	0	0	0.0013251	0	0.1152712	0.0077763	0.0077778	0.000334	0	0.0066809	0.0026828	0.0135266	0.0081162	2.32e-05	0	0.0077431	0	0	0.0001289	0.0108105	0.0003562	0.0035567	0	0	0	0	0	0	0.0103809	0.0002964	0	0	0	0.0008012	0	0	0	0	0	0.0002837	0.0676859	0.0038321	0	0	0.0004129	0	0.0001133	0.000286	0	0	0.0496257	0	0	0	0	0	0.0001225	0.0002233	0	0	0	0	0	0	4.72e-05	0	0	0.002156	0	0	0	0	0	0	0	0	0.0002274	0	0	0.0018314	0	0.0088879	0	0.0246739	0	0	0	0	0	0.000389	0	0	0	0	0	0	0	0
MSM79HCG	0	0	0.1547723	0.0683879	0.0060689	0	0	0	0.0038277	0.0035561	0.0003533	0.0037814	0	0	8.03e-05	0	0	0.000673	0	4.58e-05	0.0019684	0	0.0002189	0	0	0	0	0.0001906	0	0	0	0	0.0008259	0.0633291	0	0	0	0	0	0.0033517	0	0	0.0003392	0	0.0177542	0.0007258	0	0	0.6244418	0	0.0103464	0.0002294	0	0.0004752	0	0	0	0.0051949	0.0001084	0	0	0	0	0	0	4.74e-05	0	0	0	0	0	0	0	0	4.63e-05	0	0	0	0	0	0	0	0	0	0	0.0001548	0	0	0	0	0	0.0044518	0	7e-06	0	0	0.000836	0.0011823	0.0044775	0.0001298	0	0	0.0009485	0	0	0	0.0042291	0	0.0001095	4.4e-06	0	0	0	5.48e-05	0	0.0001231	0	0	0	0.0011134	0	0.0003472	0.0092787	0	0	0	0
MSM79H8D	3e-05	0.1465943	0	0.0312551	0.0350712	0	4.31e-05	0	0.002144	0.0042465	0	0.0005099	0	3.5e-05	0.0009012	0.0007889	0.0003353	0.0002046	0.0001958	0.0001408	0.0005268	0.0034263	0.0006862	0.0024856	0.0004485	0	5.99e-05	0.0004734	0	0	0.0001009	0	4.28e-05	0.074085	0.0395126	9.32e-05	0.0004687	0.0001806	0.0456583	0.0015774	0	0.0343589	3.61e-05	0.0010923	0	6.92e-05	0	0	0.2997341	0	0.0272831	0	0	3.9e-05	0	0	0.0527091	0	0.0012687	0	0.0819328	0	0	0	0	0	0	0.0230531	0.0010496	0.0131808	0	0.0037305	0	0.0003236	0.0012949	0	0	0	0	0.0132034	0.0031181	0.0094653	0	0	6.13e-05	0.0004448	2.04e-05	0.0004126	0.0013011	0.0010533	0	0	0	0.0001048	0	0	1.04e-05	0	1.74e-05	0	0	0	0.0002676	0	0	0.0150823	0.001162	0	2.01e-05	0.0004649	0.0009388	0	0.0110111	0	0	0	0	0	0	0.0001553	0	0	0	0	0	0	0
MSM79H94_P	0.3675931	0.0358752	0.0712238	0.0022384	5.31e-05	0.0001157	0.0001908	0.0348141	0	0.0043687	0.0010875	0	0	0.000113	0	0	0	0.000224	0	0	0.0003412	1.74e-05	0.0001018	0	0	0	0	0	0.0012941	7.17e-05	0	0.000112	0	0.0614637	0.024391	0	0	0	0	0	0.3214908	6.06e-05	1.9e-05	0	0	0	0	0.057027	0.000169	0	0	0	0	0	0	0	0	0	4.44e-05	0	0	0	0.0027397	0	0	0	0	0	0	7.62e-05	0.0023738	0	0	0.0002093	0.0001564	2.76e-05	0.0001293	0	0	0	0	0.0037318	0.0005064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74e-05	0.0006752	0.0006659	0	0	0	0	0	0	0	0	4.17e-05	0	0.0025314	0	0	0	0	0	0	0	0
MSM9VZFJ_P	0.3540051	0.1883051	0.0110443	0.0491392	0.0154213	0.0374991	0	0.001874	0.0027821	0.0019673	0	0.0017167	0	0	0.0008791	0.0005656	0	0	0	0.0001422	0.0022808	0.0012728	0.0006177	0.0058201	0	0	1.24e-05	0.0002298	0.0012819	0	0	0.0033411	0	0.1069834	0.0203286	0.0001871	5.77e-05	0	0.0274696	0.006243	0.0273646	0.0100828	0	1.6e-05	0.0042679	2.44e-05	0	0.027131	0.0004665	0	0.0116583	0	0	0.0006696	0	0	0	0.0084682	0.0003938	0	0	0.0002333	0.0002115	0	0	0	0	0.0096902	0.0002368	0	0.0010139	0.0061347	0.0230253	0.0020226	0	0	2.14e-05	0	0.0001389	7.16e-05	0	0.0120996	5.06e-05	0	0	0.0011416	2.59e-05	0.0003185	0.00113	5.26e-05	3.43e-05	0.0058676	0	0	1.3e-05	0	0	0	0	0	0	0	0	0	0	4.97e-05	0.0005328	0.0007667	0	9.35e-05	0	5.93e-05	0	0	0.0002334	0	0	5.53e-05	0.000562	0.0007061	0	0.0007236	0	0	0	0	0
MSM9VZN4_P	0.030972	0.0164952	0.0019435	0.0611103	0.0071936	0.0332202	0	0	0.0003392	0.000505	0	0.004221	0	0	0	0	0	0.0058908	0	0	0.0001334	0	0.0002027	0.001741	0	0	0	0.0218224	0	0	0	0.0383535	0	0.0003112	0.0030305	0.0327454	0	0	0.0075915	0.0005385	0	0.0681156	0	0	0.0325445	0	0	0.0041441	0.1548	0	0.0092287	0	0	0.0007943	0	0	0	0.0285974	0.0021	0	0	0	0	0	0	0	0	0	2.39e-05	0	0	0	0	0.0018033	7.4e-05	0	0	0	0	0	0	0.0092213	0	0	0	0	0	0	0.0013165	0.0001413	0	0.0781686	0	0	0.0012139	0	0.0015481	0.0007394	0.0002342	0.0001669	0	0	0	0.1683841	0.026706	0	0.0046313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1157032	0.0131034	0
MSM9VZLX_P	0.3575807	0.0568975	0.0806452	0.0701831	0	0.0237306	0	0	4.01e-05	0.0071518	0	0	0	0	0	0.0001097	1.14e-05	0.000876	0	0	0.0003964	0	0.0001206	0	0	0	0	0	0	0	0	0.2646387	0	0	0	0.0001795	0	0	0.0561171	0.000362	0	0.0169579	0.0008965	0	9.51e-05	0	0	0	0.0003187	0	0.0052411	0	0	0	0	0	0	0.0005447	4.31e-05	0	0	0	0	0	0	0	0	0	8.2e-06	0.0374225	0	0.0047439	0	0	0.0006235	0	0	0	0	0	0	0.0110796	0	0	0	6.15e-05	0.0001597	0.001599	0	0	0	0.0005895	0	0	0	0	0.0003413	0	0	0	0	0	0	0	0	0	0.000171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM9VZLZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047933	0	0.4541955	0	0	0	0	0	0	0	0	0	0.0127479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM9VZMM	0.2158025	0.1938011	0.0847661	0.0439895	0	0.0048771	0	0	0.0005144	0.0014158	0	0	0	0	6.95e-05	0	0	8.15e-05	0	0.0001033	2.58e-05	0	0	0.0004677	0	0	0	0	0	0	0	0.088399	0	0.0264413	0.0026789	0.0006378	0.0002872	0.006342	0.0045697	0.001127	0.054303	0	2.12e-05	0	0.0032179	0	0	0.0451057	0.1048827	0	8.64e-05	0	0	0.0003563	0	0	0	0.0053572	1.25e-05	0	0	0.0002225	0	0	0	0	0	0.0209938	0	0.0330013	0	0	0	0	0.0002264	0	0	0	0	0.0127491	0.0003261	0.0091059	0	0	0	1.26e-05	0	0	0.0001738	0	0	0.0029731	0	0	0	0	0.0002516	0	6.23e-05	5e-05	0	0	0	0	0	0	0.0017569	0	0	0	0	0	0.0207041	1.06e-05	0	0	0	0	0	0	0	0	0	0.0002089	0	0	0
MSM9VZM4_P	0.0022206	0.4222376	0	0.0867981	0.1036716	0	0	0.1645985	0.0106809	0	0	0	0	0.0138124	0	0	0	0	0	0	0.0144896	0	0	0	0	0	0	0	0	0	0	0	0	0.0422087	0	0.0116561	0	0	0	0.0048728	0.0036823	0.0181474	0.0050416	0	0	0	0	0	0.008995	0	0.0014319	0	0	0	0	0	0	0.0069166	0	0	0	0	0.0011918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM9VZJJ_P	0.3358986	0.2827045	0.0151408	0.0333385	0.0412402	0	0.0019253	0	0.0021815	0.0068888	0.0095474	0	0	0.0056589	0	8.73e-05	0.0016158	0.0048883	0.0001864	0.0016147	0.0015058	0	0.0001228	0	0	0.0004193	4.2e-06	0.0001233	0.0421719	0.0001721	0.0010459	0	0	0	0.0565179	0.0004664	1.37e-05	0	0	0	0	0.0078847	4.17e-05	0	0.0003339	0.0008176	0.0013367	0.0440334	0	0.0002228	0.0047949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298194	0.0009806	0	0	0	0	0.0063998	0	0	0	0	0	0.0013386	0	0.0066163	0	0	8.2e-05	0	0	0	0.000198	0	0	0.0005298	0	0.0001606	0	0	0	0	0.0001905	0	0	0	0	0	0	0	0.0037073	0	0	0	0.0013391	0	0.0284745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSM9VZJF_P	0.0508351	0.0021908	0.0004747	0.2064951	0.076991	0.0262923	0	0.0027788	0.0012595	0.0044958	0	0	0	0	0.0806196	0.000417	7.1e-06	0	0	0	0.0178915	0	0.0010623	0.0004912	0	0	0	0.0014367	0.0122846	0	0.0004516	0.0050358	0	0.000626	0.0063407	0.0575111	5.14e-05	0.0017009	0.0041837	0.0149859	0	0.0031142	0	0.0092174	0.0330106	0	0	0	0.0009777	0	0.0212102	0	0	0.0407872	0	0	0	0	0.0115731	0	0	0	0.1052876	0	0	0	5.7e-05	0	0.0001976	0	0	0	0	0	0	0	0	0	0	6.2e-06	0	0.0058556	0.0001253	0	0.0007706	0.0109249	0.0001184	9.71e-05	0	0.004793	0	0.0102618	0	0.000353	0	0	0	0	0	0	0.0002922	0	0	0	0.002666	0.0004493	0.0001895	0.0001992	0	0.0050591	0	0	0	0.0002047	0	0	0	0	0	0	0	0	0	0.0347464	0	0	0.0023224
MSM9VZL5	0.1621488	0.1303806	0.0083483	0.0993562	0	0.0123366	0	0	0.0016964	0.0003267	0.0001975	0.0197503	0	3.04e-05	0.0013215	0.0001441	0	0.0031947	0	0	0.0008113	0	6.86e-05	0.0012237	0	0	0	0.0001983	0	0	0	0.0953597	0	0.0342176	0	0.0004874	0.0005718	0	0.0378706	0.0061044	0	0.0217025	0	0.000348	0	0.0003074	0	0.0033892	0.034384	0	0.0034692	0	0	0.0009065	0	0	0	0.091487	0.0001278	0	0	0	0	0	0	0	0	0.0090523	0.0002776	0.0011015	2.32e-05	0	0	0.0003373	0.0007076	0	0	0.0001673	0	0.0051918	0	0.0069614	0	0	1.25e-05	0	0	0	0.0003662	0.0014003	0	0.0025339	0	0	0	0	0	0	0	0	0	0	0	0.1922822	0	0	8.23e-05	0	9.03e-05	4.8e-06	0.0021143	0	0	0	0.0001244	0	0	0	0	0.0001689	0	0	0	0	0	0	0.0003053
MSMA267V	0.0674747	0.0131418	0.0036567	0.1477338	0.0492417	0.0112283	0	0	0.0229126	0.0005697	0	0.0008115	0	0	0.0435405	0.0024548	0	0.0027145	0	0	0.0218149	0	7.38e-05	0.0020025	0	0	0	0.0021814	0	0	0	0.0341867	0.0001143	0.0327688	0.0112839	0.0018391	0.0031478	0.2532786	0.0070526	0.0044696	0.0005405	0.0101293	0.0016563	0.0052227	0.0022619	0.0006323	0	0.0025612	0.0103363	0	0.0003956	0.000775	0	0.0008788	0	4.8e-06	0	0.0183765	0.0059769	0	0	0.0010351	0	0	0	0	0	0.0124425	0.0031574	0.0204055	0.0026622	0.001845	0	0	0	0.000167	0.0002001	0.000276	0	0.0045308	0.0084418	0.0073582	0.0002779	0.0016198	0.0006381	0.0027329	0.001341	0	0.0030313	0.0033936	0	0.0062933	0.0002893	0	0	0	0	0	0	0	1.92e-05	0	0	0	0.0091219	0	0.0042807	0.0004183	8.64e-05	0.0022152	0	0	0.0149996	0	0	0	0	0	0	0.0007081	0	0.0007158	0.023738	0	0	0.0032221	0.0001439
PSM6XBQM_P	0.2553082	0.1571246	0.0019461	0.2214348	0	0.0290291	0	0	0.0004274	0.0010498	4.68e-05	0	0	0	0	0	0	0.0002286	0	0	4.09e-05	0	0	0	0	0	0	0.0036571	0	0	0	0.0002345	0	0.0094807	0.0218721	0	0	0	0	0.0029453	0.002823	0.0060141	0	0	0	0	0	0.040181	0.0517713	0	0.0001696	0	0	0.0019841	0	0	0.0389632	0	0.0010124	0	0.0227788	0	0.0007642	0	0.0067572	0	0	0	0	0	0	0	0	0	4.15e-05	0	0	0	0	0.0044972	0	0.0033969	0	0	0	0.000439	0	0	0	0.0001972	0	0.0040337	0	0	0	0	0.0039585	0.0001568	0.0041128	0.0001778	0.0001632	0	0.0570389	0	0	0	0.0004724	0	0	0	0	0	0.0224402	0.0003768	0	8.78e-05	0.0017799	0	0	0	0	0.0004045	0	0	0	0	0
PSM6XBRK_TR	0.3507754	0.0829165	0.0013642	0.0460712	0.0234767	0.0172555	0	0	0.0036087	0.0029311	0	0	0	0.000309	0.0024213	0	0	0	0	0	0.0004744	0.004534	6.34e-05	2.97e-05	0	0	0	5.87e-05	0	0	0	0.1286172	0	0	0.0421777	0.0012475	0.0002913	0	0.0044562	0.0107421	0	0.0300169	0.0001411	0.0001392	0.0005694	0	0	0.002278	0.014815	0	0.0188796	0	0.0135612	0	0	0	0.0296956	0	0.0028375	0	0	0.0004891	0	0	0	0	0	0.0060439	0	0	0	0.0121184	0.0177227	0	0.000406	0	0	0	0	1.13e-05	0	0	0.0002961	0	0	0.008775	0	0	0.0009184	0.0001555	0	0	0	0	0	0	0	0	0.0005442	0	0	0	2.28e-05	0	0.0037748	0	0.0001949	0.0002971	0	0.0018493	5.93e-05	0.0016272	0.0245147	0	0	0	0	0	0	0.0220433	0.0002602	0.0052812	0	0.0533147	0	0.0001677	0.0001763
PSM6XBRK	0.3785112	0.0930591	0.0003971	0.0460837	0.0170907	0.0160223	0	0	0.0030838	0.0017486	0	0	0	0.0001984	0.0025504	0	0	1.39e-05	0	0	0.0003341	0.0034247	6.2e-06	4.8e-05	0	0	0	0.0001818	0	0	0	0.1247792	0	0	0.0517564	0.0023782	4.44e-05	0	0.00687	0.0070556	0	0.03737	0.0001817	0	0.0011989	0	0	0.0024115	0.0126584	0	0.0183639	0	0.0170681	1.34e-05	0	0	0.027948	0	0.0007488	0	0	0.0010325	0	0	0	0	0	0.0048954	4.67e-05	0	0	0.0052128	0.0195107	0	0.0001273	0	0	0	0	0	0	0	0.0004321	0	0	0.0026588	2.26e-05	0	0.001117	0.0007091	0	0	0	0	0	0	0	9.59e-05	0.0003319	3.57e-05	0	0	1.35e-05	0	0.0050344	0	0.0002487	0.000579	0	0.0005316	0.0001397	0.0014573	0.0277083	0	0	0	0	0	0	0.0096949	8.26e-05	0.0007959	0	0.041	0	0.0001091	8.49e-05
PSM6XBRK_P	0.3581165	0.1010458	0.0008464	0.0533786	0.0160811	0.0175674	0	0	0.0019221	0.002815	0	0	0	0.0002578	0.0014696	0.0003216	0	0	0	0	0.0009481	0.0037152	0.0002911	0.0002326	0	0	0	0.0003668	0	0	0	0.1389122	0	0.0001017	0.0457883	0.0013385	0.0004412	0	0.0064444	0.0110298	0	0.0396036	0.0001207	3.94e-05	0.0007063	0	0	0.0030948	0.0142403	0	0.0004145	0	0.0174343	7.35e-05	0	0	0.0400444	0	0.0011166	0	0	0.0012363	5.19e-05	0	0	0	0	0.0060474	0.0006089	0	0	0.0056203	0.0080721	0	0.0002279	0	0	0	0	0	0	0	0.0006707	0	0	0.0027312	0.0002211	0	0.001763	0.0003405	0	0	0	0	8.8e-06	0	0	9.27e-05	0.0005224	6.8e-06	0	0	4.8e-05	0	0.0054415	0	0.0005078	0.0007646	0	0.0013141	0.0002521	0.0009187	0.028133	0	0	0	0	0.0001504	0	0.0065656	0.0003304	0.0030192	0	0.0402644	0	0.0001954	0.0002546
PSM6XBRM_P	0.2643555	0.1290234	0	0.0186143	0.031778	0	0	0.0757458	0.0002988	0	0.0044681	0	0	0.0013928	0.0007609	0	0	0	0	0	0.000895	0	4.6e-06	0	0	0	0	0	0.000143	0	0	9.23e-05	0	0.0439813	0.0152589	0	0.000116	0	0	0.0003868	0.0132355	0.0111997	0	5.63e-05	0.0103432	0	0	0.142257	0.0230012	0	0	0	0	0.0043956	0	0	0.1548108	0	0.0005536	0	0	0	0	0	0	0	0	0	0.0020022	0	0	0	0	0	0.0001076	0	0	0	0	0.0007642	0.0014694	0.0375532	0	0	0	0.0005204	2.84e-05	0	0.0008631	0	0	0.0056756	0	0	0	0	0.0007584	7.62e-05	0	9.05e-05	4.24e-05	0	0.0001546	0	0	0	0.0004692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002171	6.62e-05	0	0	0	0
