feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T117	E1	yes	0.691795620536362	0.156354426097111	38	38	8.58475892839988e-05	0.0400049766063435
T302	E1	yes	5.08413792239808	1.31767268811446	38	6	0.000454748299498483	0.105956353783146
T289	E1	yes	3.76325060164934	1.06177016248982	38	6	0.00111215845460283	0.172755279948306
T308	E1	yes	1.98821206739609	0.597597967800073	38	15	0.0020309982694321	0.189289038711072
T341	E1	yes	1.55891416995903	0.458015188969836	38	26	0.00164522004131106	0.189289038711072
T151	E1	yes	0.631341173552658	0.193954793676265	38	38	0.00247058239882169	0.191881899641818
T366	E1	yes	2.58408368857736	0.848347065667989	38	8	0.00432176182939449	0.245650565367427
T373	E1	yes	2.03230999076546	0.675065775083068	38	12	0.00474432422383443	0.245650565367427
T415	E1	yes	1.42962751612486	0.473067840641315	38	21	0.0046033062979191	0.245650565367427
T219	E1	yes	0.581627893478728	0.201796822002411	38	38	0.00661942751461077	0.28042302016442
T325	E1	yes	2.38880841011555	0.827187772868907	38	9	0.00652443614923746	0.28042302016442
T95	E1	yes	0.875397729879452	0.309403917596525	38	38	0.00757964105717845	0.29434272772043
T409	E1	yes	2.66482795700549	0.987344251543109	38	5	0.0105246300807787	0.377267509049454
T147	E1	yes	0.447565237279958	0.168179112833647	38	38	0.0115578736046091	0.384712078553419
T60	E1	yes	-0.2299024543538	0.0921606928314429	38	38	0.0173372384617449	0.504857734522563
T111	E1	yes	0.27010249920175	0.109773144494797	38	38	0.0188026079107776	0.504857734522563
T279	E1	yes	-1.04602069627153	0.426522038040579	38	28	0.0191680585377926	0.504857734522563
T444	E1	yes	2.24089973038336	0.916456988769157	38	6	0.0195009425352063	0.504857734522563
T1	E1	yes	-0.155932800933232	0.0645603770168183	38	38	0.0209258117915605	0.513233068150904
T347	E1	yes	1.53505477697739	0.642917575480777	38	17	0.022328794797638	0.513442395973372
T377	E1	yes	2.39292532094352	1.00865510271038	38	5	0.0231379620503022	0.513442395973372
T370	E1	yes	1.56503173190715	0.667232037891798	38	11	0.0246267407523709	0.521639145027492
T251	E1	yes	-0.513117336064698	0.223055686201118	38	38	0.0273283192231075	0.530624864915337
T443	E1	yes	2.12613564506825	0.919422243047504	38	6	0.0265813407817612	0.530624864915337
T338	E1	yes	0.874539920159541	0.392061923904049	38	29	0.0320288711142331	0.597018157569306
T83	E1	yes	0.204894618302993	0.0930955840273076	38	38	0.0342405587084227	0.598601588703248
T253	E1	yes	1.13014875325825	0.514834419274318	38	28	0.0346829246673556	0.598601588703248
T267	E1	yes	2.94333745936118	1.38958670030818	38	3	0.0411346155078954	0.68459752952426
T295	E1	yes	1.29233032090098	0.618364012721557	38	23	0.0437510893371646	0.703034745900644
T293	E1	yes	1.67322210983245	0.808650158358248	38	16	0.0457686733919288	0.710940060021294
T97	E1	yes	0.231658316863371	0.120180381920657	38	38	0.0618250545595679	0.929370174992214
T281	E1	yes	1.47190003464615	0.769877391800653	38	16	0.0638784803197329	0.930230369656111
T6	E1	yes	-0.095331266041598	0.0696018861261427	38	38	0.179274943123776	0.933929224351786
T8	E1	yes	-0.153993425215901	0.0977582472427502	38	38	0.123947699049872	0.933929224351786
T9	E1	yes	-0.101519287469312	0.0756651607854651	38	38	0.188098439751389	0.933929224351786
T14	E1	yes	-0.105632215927512	0.0761035485285225	38	38	0.173665971084268	0.933929224351786
T15	E1	yes	-0.10499734294276	0.0748391845955792	38	38	0.16919114545159	0.933929224351786
T17	E1	yes	-0.0849635031636879	0.0710831309755926	38	38	0.239796446937649	0.933929224351786
T23	E1	yes	-0.0829501165725795	0.0687151574780011	38	38	0.235242979284343	0.933929224351786
T24	E1	yes	-0.0829501165725795	0.0687151574780011	38	38	0.235242979284343	0.933929224351786
T25	E1	yes	-0.093962298652423	0.0696484580696022	38	38	0.18573166992853	0.933929224351786
T26	E1	yes	-0.0861196238707661	0.0693369558684242	38	38	0.222250793807188	0.933929224351786
T29	E1	yes	-0.0850247315540996	0.0707704727094611	38	38	0.237434676032154	0.933929224351786
T38	E1	yes	0.159231752045729	0.0989277627144241	38	38	0.116225819826653	0.933929224351786
T39	E1	yes	-0.102644241388494	0.0761819831948511	38	38	0.18628524781417	0.933929224351786
T48	E1	yes	-0.0899399777626455	0.0694079924805108	38	38	0.203285890086957	0.933929224351786
T50	E1	yes	-0.101462669894713	0.0834314522084932	38	38	0.231853339587185	0.933929224351786
T53	E1	yes	-0.0671829878290072	0.0527615157059346	38	38	0.211060799688858	0.933929224351786
T55	E1	yes	-0.110880948592017	0.0906456900672443	38	38	0.229188067522105	0.933929224351786
T56	E1	yes	-0.133104729385227	0.107195997673603	38	38	0.222378468061115	0.933929224351786
T59	E1	yes	-0.124942904430352	0.0773806534600425	38	38	0.115117945660859	0.933929224351786
T61	E1	yes	-0.112252038143239	0.0965278370864842	38	38	0.252521635768938	0.933929224351786
T69	E1	yes	0.148952818708542	0.1025175715447	38	38	0.154899591691361	0.933929224351786
T73	E1	yes	-0.118721953519366	0.0824074645257186	38	38	0.158319430750364	0.933929224351786
T74	E1	yes	-0.118721953519366	0.0824074645257186	38	38	0.158319430750364	0.933929224351786
T75	E1	yes	0.0815136298614391	0.0579670991053903	38	38	0.168236661977372	0.933929224351786
T79	E1	yes	-0.158493330640886	0.112001096922411	38	38	0.165630238920572	0.933929224351786
T80	E1	yes	-0.168389955388581	0.12088831471024	38	38	0.172181335518864	0.933929224351786
T81	E1	yes	0.164908257856481	0.0905781790227879	38	38	0.0769858705119368	0.933929224351786
T88	E1	yes	0.0921477501492639	0.0740129674377102	38	38	0.221167522213383	0.933929224351786
T89	E1	yes	0.278275512499991	0.150329717129435	38	38	0.0723729002780391	0.933929224351786
T90	E1	yes	0.0947894210388672	0.0764639967208872	38	38	0.223121332697267	0.933929224351786
T91	E1	yes	-0.112300730411361	0.0930285323077745	38	38	0.235240910500545	0.933929224351786
T93	E1	yes	0.247093294216716	0.149478619477896	38	38	0.107019953084816	0.933929224351786
T94	E1	yes	0.281429380841146	0.158820914246352	38	38	0.0848601934608681	0.933929224351786
T98	E1	yes	-0.178098403480616	0.142141233516899	38	38	0.218295017406989	0.933929224351786
T99	E1	yes	0.13985013477638	0.0857745552759599	38	38	0.111728519213632	0.933929224351786
T101	E1	yes	-0.129602438036689	0.0948277894046497	38	38	0.180190441761901	0.933929224351786
T107	E1	yes	0.18341282114544	0.117200450490255	38	38	0.126343771682679	0.933929224351786
T108	E1	yes	0.137123060862672	0.0889451221351329	38	38	0.13190179345913	0.933929224351786
T110	E1	yes	-0.131368265878917	0.102399055810477	38	38	0.207723692234868	0.933929224351786
T119	E1	yes	0.161810211142318	0.138198534810251	38	38	0.249349864808182	0.933929224351786
T128	E1	yes	0.210948935162777	0.143386227577922	38	38	0.149926621285098	0.933929224351786
T131	E1	yes	-0.277799850735786	0.176053339460054	38	38	0.123329602819582	0.933929224351786
T132	E1	yes	0.118046644869021	0.0953525613640521	38	38	0.223728567366635	0.933929224351786
T134	E1	yes	0.158775882844057	0.101193156038364	38	38	0.125388112575079	0.933929224351786
T145	E1	yes	0.328311326301287	0.188589718864706	38	38	0.0902470806127888	0.933929224351786
T150	E1	yes	-0.176138207170923	0.134889395070429	38	38	0.199904586379266	0.933929224351786
T154	E1	yes	0.214288469063923	0.178668242046908	38	38	0.2382206237272	0.933929224351786
T161	E1	yes	0.174647721545355	0.149402807584329	38	38	0.250097255702164	0.933929224351786
T163	E1	yes	-0.303407488662498	0.187346930918824	38	38	0.114069350214812	0.933929224351786
T167	E1	yes	0.157346414963151	0.107980741220747	38	38	0.153737353463166	0.933929224351786
T173	E1	yes	-0.399586439155949	0.259415946320612	38	37	0.132224584663961	0.933929224351786
T183	E1	yes	0.206128346910448	0.177167020694605	38	38	0.25229301964	0.933929224351786
T184	E1	yes	0.368183370680806	0.270487373874505	38	34	0.18191517557942	0.933929224351786
T187	E1	yes	0.205785764370176	0.167475045393573	38	38	0.227135786286639	0.933929224351786
T189	E1	yes	0.305843583213303	0.220629403664289	38	38	0.174202511458146	0.933929224351786
T191	E1	yes	0.224994818767851	0.173416725970719	38	37	0.202738603964316	0.933929224351786
T192	E1	yes	0.32271761740993	0.254399742460687	38	38	0.212745082530941	0.933929224351786
T195	E1	yes	1.26090108572748	1.02235358456701	38	7	0.225444560073924	0.933929224351786
T196	E1	yes	0.244181258112446	0.171711631358126	38	38	0.163620617743674	0.933929224351786
T201	E1	yes	0.259934720231353	0.164320081112393	38	38	0.12242396895105	0.933929224351786
T203	E1	yes	0.44081789733873	0.243343344147802	38	37	0.0784123683104458	0.933929224351786
