feature	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53	T54	T55	T56	T57	T58	T59	T60	T61	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76	T77	T78	T79	T80	T81	T82	T83	T84	T85	T86	T87	T88	T89	T90	T91	T92	T93	T94	T95	T96	T97	T98	T99	T100	T101	T102	T103	T104	T105	T106	T107	T108	T109	T110	T111	T112	T113	T114	T115	T116	T117	T118	T119	T120	T121	T122	T123	T124	T125	T126	T127	T128	T129	T130	T131	T132	T133	T134	T135	T136	T137	T138	T139	T140	T141	T142	T143	T144	T145	T146	T147	T148	T149	T150	T151	T152	T153	T154	T155	T156	T157	T158	T159	T160	T161	T162	T163	T164	T165	T166	T167	T168	T169	T170	T171	T172	T173	T174	T175	T176	T177	T178	T179	T180	T181	T182	T183	T184	T185	T186	T187	T188	T189	T190	T191	T192	T193	T194	T195	T196	T197	T198	T199	T200	T201	T202	T203	T204	T205	T206	T207	T208	T209	T210	T211	T212	T213	T214	T215	T216	T217	T218	T219	T220	T221	T222	T223	T224	T225	T226	T227	T228	T229	T230	T231	T232	T233	T234	T235	T236	T237	T238	T239	T240	T241	T242	T243	T244	T245	T246	T247	T248	T249	T250	T251	T252	T253	T254	T255	T256	T257	T258	T259	T260	T261	T262	T263	T264	T265	T266	T267	T268	T269	T270	T271	T272	T273	T274	T275	T276	T277	T278	T279	T280	T281	T282	T283	T284	T285	T286	T287	T288	T289	T290	T291	T292	T293	T294	T295	T296	T297	T298	T299	T300	T301	T302	T303	T304	T305	T306	T307	T308	T309	T310	T311	T312	T313	T314	T315	T316	T317	T318	T319	T320	T321	T322	T323	T324	T325	T326	T327	T328	T329	T330	T331	T332	T333	T334	T335	T336	T337	T338	T339	T340	T341	T342	T343	T344	T345	T346	T347	T348	T349	T350	T351	T352	T353	T354	T355	T356	T357	T358	T359	T360	T361	T362	T363	T364	T365	T366	T367	T368	T369	T370	T371	T372	T373	T374	T375	T376	T377	T378	T379	T380	T381	T382	T383	T384	T385	T386	T387	T388	T389	T390	T391	T393	T394	T395	T396	T397	T398	T399	T400	T401	T402	T403	T404	T405	T406	T407	T408	T409	T410	T411	T412	T413	T414	T415	T416	T417	T418	T419	T420	T421	T422	T423	T424	T425	T426	T427	T428	T429	T430	T431	T432	T433	T434	T435	T436	T437	T438	T439	T440	T441	T442	T443	T444	T445	T447	T448	T449	T450	T451	T452	T453	T454	T455	T456	T457	T458	T459	T460	T461	T462	T463	T464	T465	T466	T468	T469	T470	T471	T472	T473	T474	T480	T481	T482	T483	T484	T485	T486	T487	T488	T489	T490	T491	T492	T493	T494	T495	T496	T497	T498	T499	T500	T501	T502	T503	T504	T505	T506	T507	T508	T509	T510	T511	T512	T513	T514	T515	T516
S1	5.32989531997332e-06	5.7354895220583e-06	5.25246085910941e-06	5.23589467456155e-06	5.18919639547307e-06	4.30562405372211e-06	2.92416221390908e-06	6.56057430100501e-06	4.64380829804491e-06	5.00803226029206e-06	5.01075019326298e-06	5.00803226029206e-06	3.77883381854365e-06	4.64559335187331e-06	4.67778383332462e-06	5.45965230423347e-06	4.71260983519735e-06	2.75707766086827e-06	2.91993777295116e-06	3.73674627314765e-06	2.93231905736197e-06	4.78617275405549e-06	3.97655084846676e-06	3.97655084846676e-06	4.77916718851021e-06	4.05709129651727e-06	4.71329383964662e-06	3.72569149951402e-06	4.49242294095528e-06	4.02836179059866e-06	3.86272930613604e-06	2.47607042831883e-06	4.68483348090946e-06	3.56330769652551e-06	4.17643144672855e-06	4.1763819062391e-06	4.42593852802758e-06	1.60931261698462e-06	4.35569372853006e-06	3.75718203801111e-06	4.2315113899267e-06	3.51472032807225e-06	4.24545755805466e-06	2.12404287582511e-06	3.82434735748122e-06	3.87263195348895e-06	2.44504720477028e-06	5.11333136006538e-06	1.36625271766165e-06	4.01222708457209e-06	2.80373098425976e-06	3.66762803356046e-06	3.43900658080239e-06	2.95579767228686e-06	3.73350568633248e-06	4.16151347433506e-06	2.51650080953198e-06	3.45321266704217e-06	3.63088508826186e-06	3.04272773711493e-06	1.62973903152282e-06	2.2738298027461e-07	2.2677159119109e-06	2.613255989457e-06	8.7366734992698e-07	4.04654664212204e-06	4.28747610326279e-06	7.84835636149153e-07	2.62763730925601e-06	2.29139472466431e-06	2.09819642392643e-06	3.20290080656834e-06	2.43323858893127e-06	2.43323858893127e-06	2.5879439113584e-06	2.62655249151601e-06	3.13992231069596e-06	1.27478114895305e-06	4.23415201632203e-06	3.42819226855498e-06	2.20613340508988e-06	2.93751948228069e-06	1.57885878440966e-06	1.51815902116007e-06	3.13696861829091e-06	1.25683718711741e-06	3.75108823225922e-06	1.77141041695457e-06	2.26901595651258e-07	1.88245361170573e-06	2.28141461896742e-06	8.51842659490092e-07	2.32603892052238e-07	2.00144184620594e-07	5.95408666104128e-08	3.37572215173764e-07	9.25390565646582e-07	3.11854589916069e-06	2.03567876113328e-06	2.43206881677238e-06	2.65458340445053e-06	3.98184527061559e-07	1.59877102393465e-06	6.35078200301932e-07	3.06008295547915e-06	5.62347992529811e-07	2.19805807196517e-06	1.96036582588949e-06	5.45554521024547e-07	2.80444106080895e-06	1.39172702119137e-06	2.61289951217208e-06	1.33576401561309e-06	2.64264184854692e-07	4.5091647812346e-07	3.79021883710025e-07	4.33890935473465e-07	1.5548736749152e-07	6.67760476940133e-07	1.64269391080051e-07	5.8994405411014e-07	6.5593223732005e-07	2.31437676952435e-06	2.45704322816504e-06	1.78959733775875e-06	1.68871435387232e-07	5.8270366666948e-07	6.74922287361334e-07	1.81795071866378e-07	9.77877597848902e-07	2.69093807920161e-06	1.73311583721016e-06	1.93491445263392e-06	1.47115176103951e-06	5.04867532426966e-07	2.56350870166847e-06	2.5398494012214e-06	4.05808592172807e-07	5.10604185300786e-07	8.87330355526536e-07	2.17321628459744e-07	5.13426792990065e-07	1.7024921643817e-06	2.5211898314376e-07	1.0246066245101e-07	4.44177802323479e-07	5.17808180009832e-07	7.58116707370811e-07	1.63398867705074e-07	6.58003755591213e-07	5.17802723584663e-07	1.82706175663852e-06	1.82706569992023e-06	4.82046699973566e-07	7.67609027125022e-07	3.83594099345413e-07	1.08199090997e-06	1.3895987061018e-06	4.71155968286354e-08	9.49128418052111e-07	1.63597706675703e-06	5.68609603378452e-07	2.37865059783096e-06	3.92526966829049e-08	6.74318793958796e-07	3.3773449977102e-08	1.0896015325636e-06	1.11496948097245e-06	1.82893835193934e-08	2.76347268878004e-06	1.7027940172047e-06	2.94356695444951e-07	1.78049679520325e-07	1.80230391073762e-06	6.31136550935065e-07	3.46155696271291e-06	2.50824737786625e-07	1.51048304528553e-07	2.6820697737983e-06	9.36551226027902e-08	3.51434208441071e-07	1.4275000753125e-07	4.58781326077053e-07	3.45818181662316e-08	1.51006084486896e-07	8.08941418689026e-07	6.44800124822611e-07	4.98195476841563e-07	1.69064920780723e-06	5.89519223502249e-08	6.97506782160605e-08	1.73339811501095e-07	2.7570195558622e-07	5.40769184912227e-08	0	6.51706499383952e-07	4.6054388323752e-08	8.12897875892011e-08	5.88678521015197e-07	4.80854739102777e-08	2.13846673000184e-07	1.07475357799285e-07	7.64621275916531e-08	4.91811578247173e-08	5.74190164732583e-07	7.31658691666447e-08	1.23993429077911e-07	1.30594356865019e-07	3.44971721981897e-08	5.85484293691701e-07	2.83213288204713e-08	3.31888283731503e-08	7.55876288864961e-08	2.94966999502525e-07	9.08042337780871e-08	3.62799326767851e-07	8.17320537409019e-07	0	3.08223302978061e-07	2.47464761636019e-07	2.10838636960048e-08	2.31609361104631e-07	0	1.99315782977742e-07	1.99315782977742e-07	1.99315782977742e-07	3.06286078385027e-07	3.41156072740173e-08	4.99579058500882e-08	1.93398988832888e-07	7.92594384604725e-08	5.05001615013917e-08	5.76019346738139e-08	3.61318411339167e-08	0	2.17816706603553e-08	2.12900099354757e-07	3.12252224397296e-08	3.12836781423873e-08	2.82175557075916e-08	1.39415804102163e-08	1.51744783284183e-07	1.3407412233891e-07	0	1.66123893821361e-07	2.69198371770811e-08	1.57033911258121e-07	0	0	1.6645362395386e-08	6.49254030466446e-07	0	1.70248449108396e-08	1.12409620851135e-08	0	0	2.10272941115514e-08	0	1.92192642756199e-08	2.07551155014642e-08	1.43940385254268e-07	6.8174794285547e-09	0	8.51175722119672e-08	2.01863820390385e-08	7.3989167683583e-08	0	0	6.36567475847671e-08	2.99195017526444e-08	1.21550891110847e-07	1.21550891110847e-07	2.75294291545165e-08	0	2.36301896421542e-08	4.61554093564427e-09	6.94717905950334e-07	1.09351308867371e-06	3.89332682520976e-08	7.90005590932079e-08	0	5.58077424223814e-08	6.74376334499556e-08	6.74376334499556e-08	4.56590264867907e-08	5.58453006260888e-08	9.67039759979094e-09	5.56829765660784e-08	0	5.84262572300538e-07	1.72400759611074e-08	8.93605009207653e-09	0	0	0	1.91741968387903e-08	2.03805706186834e-07	0	4.22136983289724e-08	3.51969512482188e-08	7.14578528242816e-09	0	0	0	3.10404190816174e-08	0	1.54442717205245e-08	0	1.24639798344537e-07	0	3.3886837390586e-08	4.54821790901597e-08	1.22785672262684e-08	3.34134284853414e-07	2.5175134846536e-09	0	0	0	9.37386550274886e-09	0	2.53184686496326e-08	5.44758745919778e-09	1.70655983888505e-08	0	0	7.26218154837133e-09	0	3.00602975503779e-09	3.12757216176185e-08	4.27902591628812e-09	0	0	3.17659274084523e-08	0	1.51922772810166e-07	4.95879580932427e-09	0	9.54145636298018e-09	0	0	6.8849561322896e-09	0	0	0	0	1.0512327535579e-06	0	0	1.23071531229904e-08	0	0	0	8.28169934334845e-09	0	0	0	0	0	0	0	0	2.36238154757007e-08	4.23740914264099e-07	0	0	0	0	0	1.81384910824897e-09	0	3.63066517275611e-09	0	1.19380634075239e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59755848895409e-08	0	0	0	0	0	0	0	0	0	4.71613685088313e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49091112064035e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2	5.45497963914486e-06	5.09194735699409e-06	5.90427252859647e-06	5.99687405822603e-06	5.93476608903097e-06	4.48632782512786e-06	3.0827936051712e-06	6.36446624721046e-06	5.66126310729908e-06	5.03557729164829e-06	5.02307045876531e-06	5.03557729164829e-06	3.62318111103762e-06	5.90781896502515e-06	5.84750249649067e-06	6.27036848871775e-06	5.95868624930905e-06	2.44967962630126e-06	2.48089206914035e-06	3.61061215507033e-06	2.4890977328024e-06	5.49994243557516e-06	4.34432791975352e-06	4.34432791975352e-06	5.94279748778558e-06	4.32867779703006e-06	5.79907434116216e-06	4.2493560748283e-06	5.14682443623028e-06	4.82779709367784e-06	3.8762439078476e-06	1.7248463002507e-06	6.01065731554273e-06	3.56101808340739e-06	4.79111643056033e-06	4.79104614862054e-06	4.82766313559203e-06	1.05076048814671e-06	4.79372127460601e-06	4.55684763452787e-06	4.22893345255214e-06	3.95992707995521e-06	4.47345360213337e-06	2.08083311322436e-06	4.27900341698785e-06	3.55072891635313e-06	1.9756512376674e-06	5.79150227044902e-06	1.31023309604238e-06	4.68035117682139e-06	2.20338614625113e-06	4.08007200880042e-06	2.9833815859484e-06	2.59316898258339e-06	4.43768634185535e-06	4.51319378219835e-06	1.75169206363316e-06	3.57945317480556e-06	3.88352445102265e-06	2.6426675363682e-06	1.72859501410494e-06	1.81798092253067e-08	2.11057731457006e-06	2.11862534684634e-06	1.3078156513321e-06	5.07172492086173e-06	3.99372652026906e-06	3.16877036418309e-07	2.12394192949681e-06	1.86657079200706e-06	1.99742184177764e-06	3.42035448912277e-06	1.92225133886781e-06	1.92225133886781e-06	2.66551606887304e-06	2.70151735425985e-06	3.56097760020845e-06	5.88212125705846e-07	4.55927168416143e-06	4.32631454368413e-06	2.32786790667596e-06	2.90592562242241e-06	1.38373367803376e-06	5.80725981779571e-07	3.29816968591154e-06	1.36706645530482e-06	4.10773449727352e-06	2.0123459653135e-06	1.08599146008798e-07	2.28856095097705e-06	2.69287031404053e-06	9.4837038295663e-07	1.12012279271327e-07	9.61459054122816e-08	4.30695371660754e-08	3.6615465821357e-07	1.16504511815717e-06	1.57266534624456e-06	2.28718586735003e-06	2.92899990725158e-06	2.5858731233976e-06	3.01466955477513e-07	2.75293393388832e-06	9.36983748255447e-07	2.53041514364873e-06	4.12899967092628e-07	2.40520506125181e-06	2.16146276322579e-06	4.36339485988058e-07	2.93938964533501e-06	1.45454546878736e-06	2.48330136643941e-06	1.08474332813193e-06	7.65121124934773e-08	1.40694486287095e-06	2.10209903276094e-07	1.09532061790462e-06	1.1904604243701e-07	1.02523102267018e-06	3.10989915957271e-07	7.9812947783059e-07	8.87629602924138e-07	1.72807482378378e-06	2.78007624275964e-06	1.55082025603914e-06	4.70583195914872e-07	7.96435249222546e-07	2.04699939028512e-06	2.18165454589613e-07	1.00834660971827e-06	3.11632828030619e-06	2.09667011714733e-06	2.03272946080649e-06	1.54308422618476e-06	6.97114830095073e-07	2.89025521470206e-06	2.84333409123016e-06	5.62345775620693e-07	7.00586773687038e-07	1.17220200515495e-06	2.54658108142435e-07	6.9613514500753e-07	1.29432836192429e-06	1.79919820499004e-07	4.88779699274252e-08	5.81081303665063e-07	6.6172025200332e-07	9.95049601390782e-07	1.36336865814524e-07	8.01422555651492e-07	9.5640021515238e-07	1.61369398881065e-06	1.61369804834581e-06	3.25995886256316e-07	9.63740696211378e-07	0	7.71231524278251e-07	1.34880969828537e-06	1.02093765637408e-07	9.16783536612148e-07	8.58599370575694e-07	5.301865659971e-07	2.67330625305155e-06	3.94013314329439e-08	2.658493611913e-07	9.07561893998633e-08	1.38333175634412e-06	9.06543635893957e-07	0	2.64425352259661e-06	1.84968337144227e-06	3.80310452501861e-07	4.48191722948997e-07	9.69920844871e-07	7.48318258304135e-07	3.98122369991203e-06	6.27492010391472e-07	1.18038969561701e-07	2.61918239024263e-06	1.15919400599883e-06	3.09047341749929e-07	1.12664257563896e-07	4.92230382696302e-07	8.07085577491511e-08	2.82866548434667e-08	6.23938509562442e-07	3.9881313040243e-07	4.3948965455738e-07	1.89885427278387e-06	2.4794869703532e-07	1.16767895007711e-07	1.159019881557e-07	4.8988915147142e-07	3.41294796809168e-08	0	4.91976148252128e-07	9.34466978810322e-08	1.70230276554603e-07	4.42479532508183e-07	1.98038561059887e-07	6.842024436217e-08	0	5.79575707044176e-08	2.07381307397203e-07	4.23917241166143e-07	1.81402449679729e-07	2.64231183698976e-07	3.55719209579597e-07	7.12634296761532e-08	6.42668710959915e-08	6.0498733596441e-08	1.37339019017354e-07	0	4.85073782388539e-07	7.70429191099747e-08	2.06999247918864e-07	6.33463085540778e-07	0	4.24616132542705e-07	1.76321467380844e-07	8.91562806249319e-08	2.46461414391868e-07	0	2.12044271205823e-07	2.12044271205823e-07	2.12044271205823e-07	1.65186753403551e-07	1.32390274524844e-07	8.1372967124783e-08	2.20758852388007e-07	1.20242859622669e-07	0	9.54908641319674e-08	1.64448589294564e-07	0	9.45912133496737e-08	2.29819186074051e-07	1.33008802479437e-07	1.33519410875115e-07	1.32785491932542e-08	8.25647023416991e-08	1.82959416291336e-07	1.5677905218131e-07	0	5.74869568179006e-07	4.36086003321705e-08	1.66489016873904e-07	0	0	7.10914558225147e-08	4.61232077325808e-07	0	1.04979086118608e-08	8.04039875185005e-08	0	5.67947969415858e-08	3.26030697530674e-08	0	4.88662570669255e-08	8.87266265126049e-08	1.5485952133854e-07	9.80513911445663e-08	0	9.25487903865051e-08	8.12545308085431e-08	1.08406900956762e-07	0	3.77923465840808e-08	5.13908507552538e-08	9.04724458602052e-08	6.15633153070608e-09	6.15633153070608e-09	7.49068408013468e-08	0	0	5.67150099603873e-09	0	8.0494026120925e-07	4.89969923198427e-08	8.27107524256924e-08	0	4.09339303133993e-07	7.10430251031853e-08	7.10430251031853e-08	5.63096828591187e-08	9.22528504174621e-08	0	4.08310829149709e-07	0	3.6146564067191e-07	1.97595400643825e-07	1.03877252111546e-07	0	2.43028326974873e-08	6.78939569400181e-09	4.9826808895293e-08	5.02006441343184e-08	5.6933033238563e-08	5.16302620579203e-08	1.86882548580487e-08	3.9990307046313e-08	0	4.79208809096064e-08	0	9.27098104197083e-08	0	1.92004857353689e-08	0	1.27810932729982e-06	0	8.01301047146032e-08	1.31337236850637e-07	1.51948333655653e-07	2.1195516425289e-07	0	0	0	0	1.21498003241736e-07	1.27502685921094e-07	3.12701164009078e-08	1.71318262913531e-07	2.12109385640055e-08	9.43477589898393e-08	0	0	4.81475531307351e-08	0	3.02680645589059e-08	7.68030489738862e-09	3.08015291373086e-08	3.22257845007362e-08	0	7.79826980259804e-08	5.06950661947658e-09	6.07336016322178e-09	5.51858126602093e-08	6.74042467311313e-09	0	0	3.00635380276852e-08	0	0	0	0	7.43889063780942e-08	0	0	3.35671367480261e-08	2.16603069286502e-08	4.14181137734299e-08	9.36041220292262e-08	7.99123824726243e-09	4.74147590316286e-08	1.97331881910449e-08	1.97331881910449e-08	1.97331881910449e-08	1.97331881910449e-08	0	0	0	4.3952587055611e-08	5.85443490024603e-07	1.79101628386699e-08	0	9.30044671308864e-09	4.42250379085529e-08	4.42250379085529e-08	0	0	0	0	1.14165811507966e-07	6.54882239843357e-08	0	0	5.52498677459438e-09	2.15084502281663e-08	0	0	0	0	0	0	0	0	0	0	0	1.90986197536957e-08	0	0	3.0143786256401e-08	0	7.08631267828922e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77441378473014e-09	0	2.35459374863718e-07	2.24766050815928e-07	0	0	0	0	0	0	0	0	0	3.86074905025873e-08	2.12883631279179e-09	3.72366393101934e-08	0	0	0	0	0	0	0	2.92371260206049e-08	6.59524882644509e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S3	7.01891066123636e-06	2.66976605549115e-06	6.5546130783201e-06	6.41181047001261e-06	6.26383016192916e-06	3.57590068776444e-06	2.75999359879613e-06	1.27519723919408e-05	6.52546356796403e-06	6.22958995420437e-06	6.26598256415675e-06	6.22958995420437e-06	2.68012157506196e-06	6.68160776078492e-06	6.68863186344279e-06	6.75974602416987e-06	5.26072092069566e-06	1.59004124252573e-06	1.76446860417697e-06	2.83550920128009e-06	1.7939235619335e-06	4.41375543549286e-06	5.82726517523189e-06	5.82726517523189e-06	6.59481346765491e-06	3.95364390233094e-06	4.44619929480715e-06	6.21060958146023e-06	3.87517157349882e-06	5.52117319858574e-06	5.91386504223301e-06	1.84767613766446e-06	6.13044286087527e-06	5.82088956386038e-06	3.57600746472551e-06	3.57596951505838e-06	3.2475173364808e-06	7.7246761114381e-07	3.53297443816569e-06	5.21568665201955e-06	3.00485696329036e-06	2.70243715984246e-06	5.29542157255493e-06	1.50163063799375e-06	3.57996240713583e-06	3.73924841022439e-06	7.42131482776879e-07	6.51648508118343e-06	1.02355825492878e-06	3.89497628945981e-06	8.00701550926695e-07	3.25407688370248e-06	3.14934248661468e-06	1.627714402233e-06	4.25129146011317e-06	6.53637981869017e-06	7.51418225242928e-07	2.98995544778459e-06	4.25758506742455e-06	3.14854487109783e-06	1.03193438699177e-06	1.8504105949677e-08	2.4657107819047e-06	6.02816642435372e-07	5.42215849521214e-07	5.03114819263657e-06	6.05104392865512e-06	5.94866090333602e-07	1.02502216119861e-06	4.69001055088251e-07	3.96082517487396e-06	2.25792182303083e-06	1.88476259543748e-06	1.88476259543748e-06	1.70100988517238e-06	3.37786683612606e-06	2.50853207522151e-06	5.15649919358347e-07	3.45865727883049e-06	5.03904165825885e-06	1.88207849707595e-06	2.67868815883499e-06	7.24373602467435e-07	2.51940310619446e-07	2.87292028989176e-06	1.37561112483679e-06	2.89073308436615e-06	1.61879021173119e-06	3.28986136153413e-07	1.72547916577873e-06	5.04385663252149e-06	8.65327202948291e-07	3.83979730661892e-07	3.28284259530943e-07	6.04872511719247e-08	1.54952259195129e-07	5.15411803874281e-07	8.35320442589936e-07	1.36014997217539e-06	1.93460969337753e-06	2.3479675486872e-06	3.82424843679665e-07	2.08807898386755e-06	1.18538113753068e-06	2.33977291977365e-06	3.88227546591822e-07	1.67376801071702e-06	1.29596678329941e-06	4.19452083238317e-07	2.55110037985217e-06	9.24045841474636e-07	1.73359989046749e-06	9.15533163533901e-07	8.0819100901992e-08	9.76449588868206e-08	2.62037439656501e-07	6.79644998890191e-07	2.59338627545966e-08	2.4866146117803e-07	2.54474228130246e-07	2.41277059613081e-07	2.743660759013e-07	6.10499362841841e-07	1.98476811225307e-06	1.41228352466034e-06	2.39778686799743e-07	2.40177748300557e-07	2.79921960327722e-07	7.41959464595975e-08	6.65840634603642e-07	1.91609685724899e-06	1.60555354121326e-06	1.96879392646075e-06	1.58224489231025e-06	2.05216365238644e-07	6.6262505729394e-06	6.50810210747155e-06	1.59513592330145e-07	2.08452559666602e-07	3.95244126160744e-07	2.19993837467501e-07	2.07656178140017e-07	1.31793241167776e-06	8.0857054164013e-08	1.72248611310693e-07	2.04228581690487e-07	1.32262311271573e-07	3.25810794327033e-07	6.65537356053864e-08	5.54043605605632e-07	2.18618785185956e-07	1.1931091836459e-06	1.19311128679693e-06	2.88798365535323e-07	6.19070125282724e-07	1.85965601561709e-07	1.25600317840304e-07	9.72919115856748e-07	7.82773686311989e-08	8.16426612489862e-07	4.62509103387067e-07	3.21101549477732e-07	1.8487622124711e-06	1.73320776371057e-07	1.19856670977738e-07	6.30562731893442e-08	1.09050753656282e-06	9.70770593416399e-07	0	1.4548932190052e-06	4.61002189128955e-06	8.20331122179167e-07	2.10600310826731e-07	5.92468693384491e-07	8.27664522259694e-07	1.75567970567848e-06	2.85601859742289e-07	1.690333169825e-07	1.58582932290905e-06	9.86520725059746e-08	1.69351198688591e-07	1.64851327399196e-07	1.89716721566248e-07	4.09842309275238e-08	1.24907324265919e-07	4.59549538173685e-07	4.0015892309902e-07	3.92938590815998e-07	9.8358534135404e-07	3.4105563660036e-07	1.39631402592041e-07	1.01246315386053e-07	2.00103594576359e-07	6.20568750073575e-08	0	2.98425007828408e-07	9.5953871230136e-08	1.23827140395816e-07	3.43682774815341e-07	2.85239367032709e-07	1.73904971434963e-07	5.92396874776829e-08	4.33874445461125e-08	1.61937679257623e-07	2.56080198624476e-07	1.19134984994707e-07	9.05767743542213e-08	1.55813732810613e-07	9.40865230814353e-08	3.71557587545211e-08	8.22329852226946e-08	1.00882742583595e-07	1.39794836602698e-07	4.49711667344936e-08	9.44320613490253e-08	1.31302289715569e-07	5.57080535435939e-07	0	8.93686473371447e-08	8.54846688584312e-08	6.12184229416909e-08	2.36015781952726e-07	1.12853318118018e-07	2.04600893101012e-07	2.04600893101012e-07	2.04600893101012e-07	1.0679797185443e-07	0	6.38912836176235e-08	1.41352795417493e-07	6.01792657765006e-08	9.44716128741947e-08	1.64760260476322e-07	8.01515475743083e-08	3.42489396146011e-08	1.4639607489782e-07	1.87011220708091e-07	9.95165866580356e-08	9.98152853990052e-08	3.133769162324e-08	9.78238454373694e-08	1.0100280689152e-07	1.80658696994409e-07	8.62102672357896e-08	2.54706517212033e-07	5.73602827141566e-08	1.58246408629264e-07	0	8.07870342442203e-08	5.20617346235974e-08	4.78546566695429e-07	0	0	6.76666408667233e-08	4.92142810642586e-08	1.15575944222623e-07	4.50659543039187e-08	0	3.27735645354619e-08	6.60154265354213e-08	1.24961375315986e-07	7.99899183971181e-08	0	1.17155358128134e-07	5.47963565337493e-08	9.14538213496756e-08	0	8.04444666341298e-08	6.02731633033278e-08	8.9566418616106e-08	6.10345673424663e-08	6.10345673424663e-08	1.01174459093795e-08	0	1.90430564586232e-08	2.68050521697848e-08	0	3.03440677689809e-07	1.00642571928479e-07	7.9849562447793e-08	2.20578382813886e-08	5.06525366464021e-08	6.92508904791946e-08	6.92508904791946e-08	1.47977904166252e-08	1.78298137273378e-07	3.19887035459537e-08	5.0280177171519e-08	0	4.76504896362111e-07	2.97205188744714e-07	1.6625938715462e-07	1.50659744488852e-08	4.84152295840068e-08	1.57379204301729e-08	5.77917818114867e-08	8.01602340057734e-09	4.7035452641742e-08	1.3401955601326e-08	1.68513186374243e-08	2.78858348012518e-08	0	2.53833253221813e-08	1.2932382051453e-08	1.02652530801864e-07	0	1.24246169667576e-08	0	1.3828829249004e-07	2.59674619544555e-08	3.49356364669534e-08	2.08597429196931e-07	2.26828303258224e-07	2.0193609894905e-07	9.16699532716422e-09	0	1.36295649963671e-08	4.49176714324055e-09	2.0788587215603e-07	2.994592656924e-09	8.09090263265838e-09	3.93665503062427e-08	5.55040918104574e-09	1.09676438311486e-07	3.75849040044432e-09	4.30530521423326e-09	2.9797772651022e-08	8.41715352492589e-09	0	6.79152534881326e-09	0	4.58357258621425e-09	0	1.07502910041929e-07	0	9.80603727849884e-09	5.12782918601853e-08	2.90246757258266e-09	8.22525497519532e-09	2.9404293265266e-08	3.14181057578569e-08	0	0	0	0	9.59227748723848e-08	1.54149186283945e-08	0	3.37674063281898e-08	1.81177918212314e-08	1.15534216472069e-08	0	3.23573754923691e-09	7.80502375836548e-08	1.74088168694398e-08	1.74088168694398e-08	1.74088168694398e-08	1.74088168694398e-08	0	0	2.19057955752216e-08	7.0332911479204e-08	8.39096807414981e-08	2.54644255037837e-08	0	0	1.44351677081109e-08	1.44351677081109e-08	1.15724020409115e-08	0	2.28601646593362e-08	0	1.73932051436508e-08	0	5.90052087755844e-09	0	0	3.29477644208631e-08	1.55464764970156e-08	0	6.36633982157258e-09	8.81596378931393e-09	0	1.31425779252643e-08	0	7.20149062880969e-09	0	0	0	4.90475968263511e-08	3.21111096841873e-08	0	5.97283563025342e-08	0	2.67255041451526e-08	0	0	0	9.97803002796594e-09	0	0	0	0	0	6.22835171830576e-09	0	0	0	0	1.01351722919944e-08	1.09532061068756e-08	0	0	1.3346968401438e-08	0	7.18700516358102e-09	7.18700516358102e-09	6.72403126175758e-09	6.66851486929367e-09	0	0	8.69733264898923e-09	2.45710411912544e-08	8.25161920954205e-09	0	0	2.14548022682149e-08	1.91861783530784e-08	0	0	0	0	0	0	0	4.75977843370065e-09	0	0	0	0	0	0	0	4.82816275277972e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21908573474956e-08	6.76634942300865e-09	0	0	9.88597719638153e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
