"","Phylum","Class","Order","Family","Genus","Species","OTU"
"JRJTB:01687:01663","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01687:01663"
"JRJTB:01688:00161","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01688:00161"
"JRJTB:01688:00221","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01688:00221"
"JRJTB:01688:00904","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","D_6__uncultured bacterium","JRJTB:01688:00904"
"JRJTB:01688:01505","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01688:01505"
"JRJTB:01689:00565","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","JRJTB:01689:00565"
"JRJTB:01689:02981","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01689:02981"
"JRJTB:01690:01955","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","JRJTB:01690:01955"
"JRJTB:01691:00541","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01691:00541"
"JRJTB:01691:01781","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Akkermansiaceae","D_5__Akkermansia",NA,"JRJTB:01691:01781"
"JRJTB:01691:02521","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01691:02521"
"JRJTB:01692:00924","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","D_6__uncultured bacterium","JRJTB:01692:00924"
"JRJTB:01692:00962","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01692:00962"
"JRJTB:01692:02197","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Faecalitalea",NA,"JRJTB:01692:02197"
"JRJTB:01692:02757","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured",NA,"JRJTB:01692:02757"
"JRJTB:01693:03221","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae",NA,NA,"JRJTB:01693:03221"
"JRJTB:01694:00463","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","JRJTB:01694:00463"
"JRJTB:01694:00966","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Lactobacillaceae","D_5__Lactobacillus",NA,"JRJTB:01694:00966"
"JRJTB:01697:00178","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01697:00178"
"JRJTB:01698:00752","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rhodospirillales","D_4__uncultured",NA,NA,"JRJTB:01698:00752"
"JRJTB:01698:02361","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01698:02361"
"JRJTB:01698:02809","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Pasteurellales","D_4__Pasteurellaceae",NA,NA,"JRJTB:01698:02809"
"JRJTB:01699:01333","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-008","D_6__uncultured bacterium","JRJTB:01699:01333"
"JRJTB:01700:00224","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Betaproteobacteriales","D_4__Burkholderiaceae","D_5__Parasutterella",NA,"JRJTB:01700:00224"
"JRJTB:01700:01687",NA,NA,NA,NA,NA,NA,"JRJTB:01700:01687"
"JRJTB:01700:01712","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01700:01712"
"JRJTB:01700:01851","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Faecalitalea",NA,"JRJTB:01700:01851"
"JRJTB:01701:01921","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01701:01921"
"JRJTB:01702:00202","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01702:00202"
"JRJTB:01702:02184","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Pseudomonadales","D_4__Pseudomonadaceae","D_5__Pseudomonas","D_6__Pseudomonas sp. KB700A","JRJTB:01702:02184"
"JRJTB:01704:01998","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes",NA,"JRJTB:01704:01998"
"JRJTB:01704:02017","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Akkermansiaceae","D_5__Akkermansia","D_6__uncultured bacterium","JRJTB:01704:02017"
"JRJTB:01705:00786","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","JRJTB:01705:00786"
"JRJTB:01705:01033","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__uncultured","D_6__uncultured bacterium","JRJTB:01705:01033"
"JRJTB:01705:01647","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus","D_6__uncultured bacterium","JRJTB:01705:01647"
"JRJTB:01705:03223","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides",NA,"JRJTB:01705:03223"
"JRJTB:01705:03367","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01705:03367"
"JRJTB:01706:00319","D_1__Cyanobacteria","D_2__Melainabacteria","D_3__Gastranaerophilales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01706:00319"
"JRJTB:01706:00718","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae",NA,NA,"JRJTB:01706:00718"
"JRJTB:01706:02253","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia",NA,"JRJTB:01706:02253"
"JRJTB:01706:02948","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae",NA,NA,"JRJTB:01706:02948"
"JRJTB:01706:03040","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","D_6__uncultured bacterium","JRJTB:01706:03040"
"JRJTB:01707:00583","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01707:00583"
"JRJTB:01708:00280","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Erysipelotrichaceae UCG-003","D_6__uncultured bacterium","JRJTB:01708:00280"
"JRJTB:01709:00276","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01709:00276"
"JRJTB:01709:01892","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Family XIII","D_5__[Eubacterium] nodatum group","D_6__uncultured bacterium","JRJTB:01709:01892"
"JRJTB:01709:03249","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014",NA,"JRJTB:01709:03249"
"JRJTB:01709:03367","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01709:03367"
"JRJTB:01710:00856","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","JRJTB:01710:00856"
"JRJTB:01710:01216","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01710:01216"
"JRJTB:01710:03282","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales",NA,NA,NA,"JRJTB:01710:03282"
"JRJTB:01711:00509","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01711:00509"
"JRJTB:01711:01792","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF39","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","JRJTB:01711:01792"
"JRJTB:01711:02609","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01711:02609"
"JRJTB:01712:00631","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Betaproteobacteriales","D_4__Burkholderiaceae","D_5__Parasutterella","D_6__uncultured bacterium","JRJTB:01712:00631"
"JRJTB:01712:00683","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcus 1","D_6__uncultured bacterium","JRJTB:01712:00683"
"JRJTB:01712:02769","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Blautia",NA,"JRJTB:01712:02769"
"JRJTB:01713:01729","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Alloprevotella",NA,"JRJTB:01713:01729"
"JRJTB:01713:02257","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","D_6__uncultured bacterium","JRJTB:01713:02257"
"JRJTB:01713:02527","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Akkermansiaceae","D_5__Akkermansia","D_6__uncultured bacterium","JRJTB:01713:02527"
"JRJTB:01714:00704","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus","D_6__Lactococcus lactis","JRJTB:01714:00704"
"JRJTB:01714:01417","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__bacterium NLAE-zl-C18","JRJTB:01714:01417"
"JRJTB:01714:01880","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Akkermansiaceae","D_5__Akkermansia","D_6__uncultured bacterium","JRJTB:01714:01880"
"JRJTB:01714:02904","D_1__Planctomycetes","D_2__Planctomycetacia","D_3__Gemmatales","D_4__Gemmataceae","D_5__Gemmata","D_6__uncultured bacterium","JRJTB:01714:02904"
"JRJTB:01715:00811","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Faecalitalea",NA,"JRJTB:01715:00811"
"JRJTB:01715:03121","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured bacterium","JRJTB:01715:03121"
"JRJTB:01716:00567","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","D_5__Dubosiella","D_6__Dubosiella newyorkensis","JRJTB:01716:00567"
"JRJTB:01716:03072","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales",NA,NA,NA,"JRJTB:01716:03072"
"JRJTB:01717:00436","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01717:00436"
"JRJTB:01717:02407","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium","JRJTB:01717:02407"
"JRJTB:01718:01874","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae",NA,NA,"JRJTB:01718:01874"
"JRJTB:01718:02781","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","Ambiguous_taxa","JRJTB:01718:02781"
"JRJTB:01719:00300","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Muribaculaceae","D_5__uncultured bacterium","D_6__uncultured bacterium","JRJTB:01719:00300"
"JRJTB:01719:00746","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__unidentified","JRJTB:01719:00746"
"JRJTB:01720:00449","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA,"JRJTB:01720:00449"
"JRJTB:01720:00823","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","Ambiguous_taxa","JRJTB:01720:00823"
"JRJTB:01720:01019","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Lactococcus",NA,"JRJTB:01720:01019"
"JRJTB:01721:01060","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 9","D_6__uncultured bacterium","JRJTB:01721:01060"
"JRJTB:01721:02630","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium","JRJTB:01721:02630"
"JRJTB:01722:01242","D_1__Firmicutes","D_2__Bacilli","D_3__Lactobacillales","D_4__Streptococcaceae","D_5__Streptococcus","D_6__Streptococcus sp. GDLAMI-SD2","JRJTB:01722:01242"
